,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Caylus,388,75,7.8,9.0,26766,100.0%
1,Imperial,180,207,7.6,9.1,8243,100.0%
2,Agricola,132,31,7.9,10.0,63367,99.9%
3,Thurn and Taxis,123,428,7.1,7.0,18091,99.9%
4,Notre Dame,109,289,7.3,8.0,12221,99.9%
5,The Pillars of the Earth,89,298,7.3,7.0,16300,99.9%
6,San Juan,86,293,7.3,8.0,22214,99.9%
7,Bohnanza,86,450,7.0,8.5,38186,99.9%
8,Dominion,57,98,7.6,7.0,77920,99.9%
9,Age of Steam,44,118,7.8,10.0,8840,99.9%
10,Lost Cities,43,322,7.2,8.0,37164,99.9%
11,"Hey, That's My Fish!",36,855,6.7,8.5,19341,99.9%
12,Saint Petersburg,33,303,7.3,7.5,14518,99.9%
13,Race for the Galaxy,33,59,7.8,7.0,46293,99.9%
14,Stone Age,28,111,7.6,7.0,44874,99.8%
15,Hacienda,28,976,6.9,8.9,4031,99.8%
16,Cartagena,28,1078,6.7,8.0,7477,99.8%
17,Power Grid,25,39,7.9,7.0,56129,99.6%
18,Fearsome Floors,23,1115,6.7,7.5,7539,99.4%
19,Wallenstein,20,532,7.5,8.0,3497,99.0%
20,Vikings,19,432,7.3,8.0,7930,98.7%
21,Tikal,19,263,7.3,8.0,17891,98.7%
22,Coloretto,17,542,7.0,8.0,17960,98.0%
23,No Thanks!,16,449,7.1,7.0,20289,97.4%
24,For Sale,15,301,7.2,8.0,23815,96.8%
25,Carcassonne,15,181,7.4,8.0,101546,96.8%
26,Blokus,15,646,6.9,7.0,22840,96.8%
27,TransAmerica,14,1104,6.7,7.5,7688,96.0%
28,Space Dealer,14,2306,6.5,8.0,1637,96.0%
29,Puerto Rico,14,28,8.0,9.0,63032,96.0%
30,Brass: Lancashire,14,19,8.2,9.2,19333,96.0%
31,6 nimmt!,14,597,6.9,7.0,20527,96.0%
32,Aton,13,1139,6.9,7.0,3354,94.9%
33,Age of Steam Expansion: Jamaica / Puerto Rico,13,-1,7.0,-1.0,160,94.9%
34,Santiago,12,700,7.1,8.4,4817,93.6%
35,Hive,12,246,7.3,8.0,29494,93.6%
36,Escalation!,12,7940,5.7,6.0,893,93.6%
37,DVONN,12,472,7.4,7.0,4440,93.6%
38,The Princes of Florence,11,182,7.5,7.0,14549,92.0%
39,In the Year of the Dragon,11,297,7.4,8.0,10759,92.0%
40,Le Havre,11,47,7.9,9.5,26395,92.0%
41,Felicity: The Cat in the Sack,11,1428,6.6,8.0,4723,92.0%
42,Age of Steam Expansion: Barbados / St. Lucia,11,-1,7.3,-1.0,359,92.0%
43,Tigris & Euphrates,10,92,7.7,9.0,25297,90.0%
44,Taluva,10,507,7.2,7.0,7779,90.0%
45,Circus Flohcati,10,1751,6.6,8.0,2542,90.0%
46,Battle Line,10,224,7.4,7.0,15624,90.0%
47,Yspahan,9,576,7.1,7.0,7744,87.4%
48,Thurn and Taxis: Power and Glory,9,-1,7.2,7.0,2079,87.4%
49,Ticket to Ride,8,174,7.4,7.0,71408,84.1%
50,Steam,8,186,7.6,10.0,9546,84.1%
51,Pick Picknic,8,1836,6.6,7.0,2533,84.1%
52,Perudo,8,684,6.9,7.0,12572,84.1%
53,Automobile,8,459,7.3,9.0,5365,84.1%
54,Ubongo,7,1052,6.7,7.0,7781,80.0%
55,The Scepter of Zavandor,7,1213,7.0,8.7,2482,80.0%
56,Niagara,7,1425,6.5,7.0,7917,80.0%
57,King's Breakfast,7,3421,6.2,6.0,1506,80.0%
58,Chicago Express,7,453,7.2,9.0,7392,80.0%
59,Catan,7,395,7.2,7.0,101212,80.0%
60,Can't Stop,7,739,6.8,6.0,13213,80.0%
61,Ca$h 'n Gun$,7,1154,6.6,6.0,9760,80.0%
62,The Bucket King,7,2875,6.3,7.0,1549,80.0%
63,Alhambra,7,468,7.0,8.0,28607,80.0%
64,Age of Empires III: The Age of Discovery,7,216,7.5,8.0,9813,80.0%
65,Take it Easy!,6,1695,6.6,-1.0,2751,74.8%
66,Pit,6,1665,6.4,7.0,8269,74.8%
67,Labyrinth,6,1612,6.4,8.0,10468,74.8%
68,Hare & Tortoise,6,1400,6.6,8.2,4325,74.8%
69,Hamburgum,6,957,7.1,7.0,3103,74.8%
70,Goa,6,180,7.6,8.9,10921,74.8%
71,Fjords,6,1428,6.7,6.5,2972,74.8%
72,Clans,6,1451,6.6,7.0,4861,74.8%
73,Café International,6,2721,6.2,6.0,2530,74.8%
74,Blue Moon City,6,632,7.0,6.0,7687,74.8%
75,Attika,6,746,7.0,7.0,6328,74.8%
76,The Ark of the Covenant,6,1650,7.0,6.0,1510,74.8%
77,Amyitis,6,1114,6.9,8.0,2939,74.8%
78,Wacky Wacky West,5,2900,6.3,7.0,1730,68.3%
79,Vegas Showdown,5,549,7.2,7.0,6077,68.3%
80,Tichu,5,170,7.6,8.0,13267,68.3%
81,Tempus,5,2003,6.5,9.0,2536,68.3%
82,Super Scrabble,5,4839,6.4,7.0,568,68.3%
83,La Strada,5,3532,6.2,7.0,1336,68.3%
84,Show Manager,5,1475,7.0,8.0,1693,68.3%
85,Ricochet Robots,5,686,7.0,7.5,7998,68.3%
86,Qwirkle,5,796,6.8,8.0,16075,68.3%
87,Pentago,5,2166,6.4,-1.0,3095,68.3%
88,Oltre Mare,5,1641,6.7,7.0,2702,68.3%
89,Mykerinos,5,1073,6.9,7.5,3854,68.3%
90,Löwenherz,5,1137,7.0,8.6,2424,68.3%
91,Loot,5,1982,6.3,6.0,5922,68.3%
92,The Bridges of Shangri-La,5,1518,6.8,7.0,2320,68.3%
93,Balloon Cup,5,1143,6.7,7.0,5751,68.3%
94,Babel,5,1385,6.7,6.0,3814,68.3%
95,Amun-Re,5,365,7.3,7.0,8554,68.3%
96,Acquire,5,276,7.3,8.0,18189,68.3%
97,Wasabi!,4,1532,6.5,-1.0,4734,60.1%
98,Ur,4,3039,6.5,7.0,959,60.1%
99,Tinners' Trail,4,654,7.3,8.0,3806,60.1%
100,Through the Desert,4,499,7.1,7.0,12705,60.1%
101,Stephenson's Rocket,4,1248,6.9,8.0,2607,60.1%
102,Shogun,4,192,7.5,8.0,12819,60.1%
103,San Marco,4,694,7.2,7.0,4236,60.1%
104,Roads & Boats,4,399,7.7,9.0,3075,60.1%
105,Reef Encounter,4,650,7.1,-1.0,4966,60.1%
106,Power Grid: France/Italy,4,-1,7.9,-1.0,3081,60.1%
107,Pickomino,4,1252,6.6,7.0,8983,60.1%
108,Modern Art,4,221,7.4,7.0,16670,60.1%
109,Manila,4,803,7.0,7.0,5483,60.1%
110,Make 'n' Break,4,4435,6.1,7.0,1088,60.1%
111,Lord of the Rings: The Confrontation,4,533,7.2,6.0,6534,60.1%
112,Leonardo da Vinci,4,1330,6.8,9.0,3367,60.1%
113,Khronos,4,2711,6.4,-1.0,1768,60.1%
114,Ingenious,4,426,7.1,8.0,15617,60.1%
115,Hermagor,4,1585,6.9,7.0,1774,60.1%
116,Hansa,4,952,6.9,7.0,4937,60.1%
117,El Grande,4,78,7.8,8.8,23511,60.1%
118,Giganten,4,2137,6.7,8.0,1375,60.1%
119,Cuba,4,531,7.1,6.0,7891,60.1%
120,Capitol,4,1936,6.8,8.3,1450,60.1%
121,Age of Steam Expansion #4: France and Italy,4,-1,7.4,-1.0,341,60.1%
122,Age of Steam Expansion #2: Western United States and Germany,4,-1,7.8,-1.0,444,60.1%
123,Zooloretto,3,755,6.8,6.0,13881,49.8%
124,Ys,3,1281,6.9,7.0,2485,49.8%
125,YINSH,3,189,7.7,7.0,7320,49.8%
