,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Dominion,58,98,7.6,8.5,77920,99.9%
1,Patchwork,46,88,7.7,7.0,46298,99.9%
2,Agricola,34,31,7.9,9.5,63367,99.9%
3,Race for the Galaxy,33,59,7.8,8.5,46293,99.9%
4,Pandemic Legacy: Season 1,32,2,8.6,10.0,41490,99.9%
5,Azul,29,50,7.8,-1.0,53207,99.8%
6,Machi Koro,28,987,6.6,8.5,26165,99.8%
7,The Game,25,1013,6.7,-1.0,8452,99.6%
8,Pandemic,20,99,7.6,8.5,101865,99.0%
9,7 Wonders Duel,18,17,8.1,8.0,59932,98.4%
10,Nosferatu,17,3206,6.6,8.0,821,98.0%
11,Battle Line,17,224,7.4,8.0,15624,98.0%
12,Dominion: Intrigue,16,84,7.7,8.0,30066,97.4%
13,Arboretum,14,254,7.4,-1.0,13034,96.0%
14,Perpetual-Motion Machine,13,8664,6.1,7.0,216,94.9%
15,Codenames,13,93,7.6,9.0,67424,94.9%
16,Puerto Rico,12,28,8.0,7.0,63032,93.6%
17,Innovation,12,334,7.2,8.0,14811,93.6%
18,Charterstone,12,306,7.4,-1.0,11703,93.6%
19,7 Wonders,12,60,7.8,7.8,84104,93.6%
20,Valeria: Card Kingdoms,11,510,7.4,8.0,4106,92.0%
21,Trambahn,11,1427,7.0,-1.0,1874,92.0%
22,Dungeons & Dragons Dice Masters: Battle for Faerûn,11,1336,7.3,9.6,1449,92.0%
23,Lost Cities,10,322,7.2,6.0,37164,90.0%
24,Hive,10,246,7.3,7.0,29494,90.0%
25,Carcassonne,10,181,7.4,7.5,101546,90.0%
26,The Castles of Burgundy,10,15,8.1,9.98,46330,90.0%
27,Scythe,9,14,8.2,9.0,57625,87.4%
28,Santorini,9,166,7.5,-1.0,27705,87.4%
29,Caverna: The Cave Farmers,9,30,8.0,9.99,28040,87.4%
30,At the Gates of Loyang,9,296,7.4,9.0,9745,87.4%
31,Too Many Cinderellas,8,4348,6.4,7.4,553,84.1%
32,Powerboats,8,1801,6.7,8.0,1844,84.1%
33,Lewis & Clark: The Expedition,8,202,7.5,9.5,12899,84.1%
34,Le Havre,8,47,7.9,8.5,26395,84.1%
35,Alhambra,8,468,7.0,5.5,28607,84.1%
36,Tragedy Looper,7,707,7.2,9.0,3965,80.0%
37,Taluva,7,507,7.2,-1.0,7779,80.0%
38,SET,7,1438,6.5,8.5,10813,80.0%
39,Scoville,7,657,7.2,9.0,4756,80.0%
40,Pandemic: The Cure,7,361,7.3,7.25,9373,80.0%
41,Orléans,7,25,8.1,9.0,22110,80.0%
42,Kryptos,7,4867,6.5,7.3,397,80.0%
43,Jaipur,7,135,7.5,7.5,37008,80.0%
44,Hansa Teutonica,7,139,7.6,8.8,11425,80.0%
45,Great Western Trail,7,11,8.3,-1.0,29290,80.0%
46,Fangs,7,924,6.8,6.5,7995,80.0%
47,Dominant Species,7,64,7.8,9.97,17989,80.0%
48,Power Grid,7,39,7.9,9.3,56129,80.0%
49,The 7th Continent,7,32,8.2,10.0,16777,80.0%
50,Valley of the Kings: Afterlife,6,1122,7.3,-1.0,1750,74.8%
51,Tzolk'in: The Mayan Calendar,6,40,7.9,9.5,30663,74.8%
52,TurfMaster,6,1883,7.2,9.2,957,74.8%
53,Trains,6,503,7.2,8.0,7653,74.8%
54,Space Alert,6,219,7.4,8.0,14751,74.8%
55,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,6,96,7.7,8.0,17180,74.8%
