,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,TransAmerica,3,1104,6.7,9.0,7688,49.8%
1,Parade,3,800,7.0,-1.0,5914,49.8%
2,Hive,3,246,7.3,8.0,29494,49.8%
3,Doom: The Boardgame,3,1095,6.9,7.0,5037,49.8%
4,Arcadia Quest: Inferno,3,560,8.0,9.0,1928,49.8%
5,Lord of the Dead,2,16315,5.7,8.0,79,36.9%
6,Elements,2,3307,6.8,6.0,540,36.9%
7,Wizard Kings,1,2422,6.7,8.0,1181,20.5%
8,War of the Ring,1,124,7.8,7.0,9923,20.5%
9,Subbuteo,1,1699,7.0,10.0,1630,20.5%
10,Mascarade,1,1151,6.6,8.0,9204,20.5%
11,Flamme Rouge,1,198,7.6,-1.0,12056,20.5%
12,Blood Bowl (Third Edition),1,378,7.5,10.0,5260,20.5%
13,Battle Line,1,224,7.4,8.0,15624,20.5%
14,Yahtzee Free for All,0,4535,6.3,8.0,642,0.0%
15,Welcome To...,0,126,7.6,9.0,17195,0.0%
16,Welcome to Dino World,0,2400,7.0,-1.0,859,0.0%
17,War of 1812,0,2784,7.0,8.0,637,0.0%
18,Volo,0,7391,7.4,10.0,79,0.0%
19,Uptown,0,-1,7.7,-1.0,7,0.0%
20,UNO House Rules,0,16897,5.6,-1.0,67,0.0%
21,UNO,0,20170,5.4,-1.0,21129,0.0%
22,Unlock!: Exotic Adventures,0,-1,7.5,-1.0,1172,0.0%
23,Twenty One,0,4061,6.4,-1.0,605,0.0%
24,Ticket to Ride: Nordic Countries,0,154,7.6,-1.0,11593,0.0%
25,The Thing,0,5469,7.0,6.0,191,0.0%
26,Tempus,0,2003,6.5,9.0,2536,0.0%
27,Tasso,0,5424,6.2,8.0,464,0.0%
28,Taluva,0,507,7.2,9.0,7779,0.0%
29,Star Trek: The Dice Game,0,4405,7.8,-1.0,215,0.0%
30,Star Patrol: Carrier Commander,0,18719,5.1,7.0,88,0.0%
31,Star Force Terra #1: Contact!,0,10577,6.3,7.0,117,0.0%
32,Stack Market,0,17399,5.5,6.0,368,0.0%
33,Spyfall,0,639,6.9,-1.0,18191,0.0%
34,Songbirds,0,2367,6.9,-1.0,968,0.0%
35,Siam,0,3326,6.7,-1.0,610,0.0%
36,SET,0,1438,6.5,8.0,10813,0.0%
37,Risk Legacy,0,348,7.4,8.0,7538,0.0%
38,RevoltaaA,0,14687,5.8,-1.0,109,0.0%
39,Rescue Polar Bears: Data & Temperature,0,2990,7.3,-1.0,453,0.0%
40,Qwirkle,0,796,6.8,-1.0,16075,0.0%
41,Quoridor,0,1211,6.7,8.0,6372,0.0%
42,Quebec Libre,0,-1,5.3,-1.0,3,0.0%
43,Postcard from the Revolution,0,13786,6.0,-1.0,65,0.0%
44,Port Royal,0,456,7.1,-1.0,12914,0.0%
45,Pocket Civ,0,3957,6.6,7.0,524,0.0%
46,Pocket Battles: Macedonians vs. Persians,0,4315,6.8,6.0,368,0.0%
47,Pocket Battles: Celts vs. Romans,0,3082,6.4,6.0,1237,0.0%
48,Phobos Rising!,0,13386,6.1,-1.0,57,0.0%
49,Pencil Park,0,10001,6.9,-1.0,65,0.0%
50,Othello,0,2754,6.1,-1.0,7021,0.0%
51,No Thanks!,0,449,7.1,9.0,20289,0.0%
52,Nemesis,0,24,8.4,8.0,12143,0.0%
53,Navia Dratp,0,2849,7.2,-1.0,571,0.0%
54,Monsters Menace America,0,4070,6.0,7.0,2260,0.0%
55,Mini Rogue: A 9-Card Print-and-Play Game,0,3861,7.2,-1.0,403,0.0%
56,Micropul,0,2896,6.8,8.0,784,0.0%
57,Medina,0,1014,7.0,8.0,2937,0.0%
58,Manobras de Dados,0,-1,6.7,-1.0,3,0.0%
59,Magic Realm Light 30,0,9353,7.3,7.0,53,0.0%
60,Machi Koro Legacy,0,1756,7.1,8.0,1149,0.0%
61,Love Letter,0,282,7.2,8.0,55827,0.0%
62,Lost Valley: The Yukon Goldrush 1896,0,3318,6.8,8.0,583,0.0%
63,La Libération de Paris,0,-1,5.2,-1.0,8,0.0%
64,The Legend of Robin Hood,0,5672,6.3,6.0,410,0.0%
65,Laser Chess,0,3122,6.7,10.0,733,0.0%
