,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,FUSE,17,645,7.1,7.8,7016,98.0%
1,Tac Tac Jack,6,1962,6.4,7.5,3452,74.8%
2,Terraforming Mars,6,4,8.4,10.0,64485,74.8%
3,7 Wonders,6,60,7.8,9.8,84104,74.8%
4,Tajemnicze Domostwo,5,633,7.2,8.1,4875,68.3%
5,Saboteur,5,1075,6.6,7.7,25602,68.3%
6,Imperial Settlers,3,212,7.4,9.9,21043,49.8%
7,Viticulture Essential Edition,2,23,8.1,9.9,29285,36.9%
8,Robinson Crusoe: Adventures on the Cursed Island,2,54,7.8,8.9,34031,36.9%
9,Ticket to Ride: Märklin,1,309,7.4,9.7,8709,20.5%
10,Monopoly,1,20278,4.4,2.5,28927,20.5%
11,Kolejka,1,1590,6.7,7.6,3141,20.5%
12,Palastgeflüster,1,1570,6.8,7.6,2202,20.5%
13,First Class: All Aboard the Orient Express!,1,393,7.5,9.6,4828,20.5%
14,Century: Spice Road,1,250,7.4,9.5,18492,20.5%
15,The Resistance: Avalon,1,131,7.6,9.0,27053,20.5%
16,The Quest for El Dorado: Promo Pack,0,-1,7.6,7.8,199,0.0%
17,The Quest for El Dorado,0,165,7.6,7.8,11988,0.0%
18,World of Tanks: Rush 3 – Last Stand,0,-1,7.2,9.3,41,0.0%
19,World of Tanks: Rush,0,6436,5.9,7.7,794,0.0%
20,World of Tanks: Rush – Второй фронт,0,-1,7.0,9.0,104,0.0%
21,Happy Pigs,0,1831,6.8,7.5,1532,0.0%
22,Viticulture: Tuscany Essential Edition,0,-1,8.6,9.9,5597,0.0%
23,Viticulture: Moor Visitors Expansion,0,-1,8.0,9.7,1594,0.0%
24,Tzolk'in: The Mayan Calendar – Mini Expansion 2,0,-1,7.6,9.4,491,0.0%
25,Tzolk'in: The Mayan Calendar – Mini Expansion 1,0,-1,7.5,9.4,601,0.0%
26,Tzolk'in: The Mayan Calendar – Tribes & Prophecies – Mini Expansion 1,0,-1,7.6,9.3,366,0.0%
27,Tzolk'in: The Mayan Calendar – Tribes & Prophecies,0,-1,8.1,9.5,3283,0.0%
28,Tzolk'in: The Mayan Calendar,0,40,7.9,9.5,30663,0.0%
29,Twister,0,20263,4.5,3.0,3936,0.0%
30,Tuscany: Special Worker Promo Cards,0,-1,7.9,9.9,135,0.0%
31,Terraforming Mars: Big Box,0,-1,6.2,-1.0,150,0.0%
32,Terraforming Mars: BGG User-Created Corporation Pack,0,-1,7.9,10.0,624,0.0%
33,Terraforming Mars: Snow Algae Promo Card,0,-1,7.8,10.0,886,0.0%
34,Terraforming Mars: Venus Next,0,-1,7.6,10.0,5505,0.0%
35,Terraforming Mars: Prelude,0,-1,8.8,10.0,8372,0.0%
36,Terraforming Mars: Penguins Promo Card,0,-1,7.9,10.0,937,0.0%
37,Terraforming Mars: Turmoil,0,-1,7.7,10.0,2659,0.0%
38,Terraforming Mars: Small Asteroid Promo Card,0,-1,7.8,10.0,1026,0.0%
39,Terraforming Mars: Self Replicating Robots Promo Card,0,-1,7.7,10.0,838,0.0%
40,Terraforming Mars: Colonies,0,-1,8.2,9.8,4265,0.0%
41,Terraforming Mars: Hellas & Elysium,0,-1,8.4,9.9,7069,0.0%
42,Codenames,0,93,7.6,8.4,67424,0.0%
43,Tajemnicze Domostwo: Ukryte Tropy,0,-1,7.5,8.1,117,0.0%
