,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Hive,126,246,7.3,9.0,29494,99.9%
1,Fast Forward: FEAR,111,3920,6.1,8.0,1190,99.9%
2,Race for the Galaxy,110,59,7.8,9.0,46293,99.9%
3,Crokinole,90,66,7.9,9.0,12136,99.9%
4,Coup,84,501,7.0,8.0,35884,99.9%
5,Hive: The Mosquito,69,-1,7.5,9.0,2943,99.9%
6,Tsuro,58,933,6.7,7.0,23277,99.9%
7,Race for the Galaxy: The Gathering Storm,57,-1,8.1,9.0,9575,99.9%
8,Lost Cities,53,322,7.2,8.0,37164,99.9%
9,Loopin' Louie,53,922,6.8,7.0,8390,99.9%
10,YINSH,52,189,7.7,9.0,7320,99.9%
11,Dominion,49,98,7.6,8.0,77920,99.9%
12,Ticket to Ride,46,174,7.4,7.0,71408,99.9%
13,Innovation,41,334,7.2,9.0,14811,99.9%
14,Codenames,41,93,7.6,8.0,67424,99.9%
15,Mice and Mystics,40,325,7.3,7.0,16705,99.9%
16,Tichu,36,170,7.6,9.0,13267,99.9%
17,PitchCar,36,386,7.3,7.0,9625,99.9%
18,"Duck, Duck, Bruce",35,5044,6.2,7.0,567,99.9%
19,10 Days in Africa,33,2178,6.6,8.0,1912,99.9%
20,Red7,32,657,6.9,7.0,12645,99.9%
21,Chess,32,439,7.1,7.0,28655,99.9%
22,Royal Visit,30,3216,6.3,7.0,1190,99.9%
23,Fast Forward: FORTRESS,30,3120,6.3,7.0,1275,99.9%
24,Codenames: Pictures,30,319,7.3,7.0,16964,99.9%
25,Wits & Wagers,29,622,6.9,7.0,13343,99.8%
26,Ricochet Robots,29,686,7.0,8.0,7998,99.8%
27,Love Letter,29,282,7.2,8.0,55827,99.8%
28,Gulo Gulo,27,1311,6.8,7.0,2753,99.8%
29,Tac Tac Jack,26,1962,6.4,7.0,3452,99.7%
30,DVONN,26,472,7.4,9.0,4440,99.7%
31,Batik,26,6906,5.9,6.0,558,99.7%
32,Splendor,25,167,7.5,8.0,58499,99.6%
33,Pitch Car Extension 1,25,-1,7.6,6.0,1684,99.6%
34,Diamant,25,718,6.8,8.0,17037,99.6%
35,My City,24,770,7.9,8.0,1578,99.6%
36,Power Grid,23,39,7.9,9.0,56129,99.4%
37,Perudo,23,684,6.9,7.0,12572,99.4%
38,Pandemic,23,99,7.6,7.0,101865,99.4%
39,Mr. Jack,23,530,7.0,7.0,15314,99.4%
40,For Sale,23,301,7.2,7.0,23815,99.4%
41,Room 25,22,1100,6.7,8.0,5833,99.3%
42,Race for the Galaxy: Rebel vs Imperium,22,-1,7.9,8.0,5715,99.3%
43,King of Tokyo,22,313,7.2,7.0,57483,99.3%
44,Fast Forward: FORTUNE,22,6979,6.1,8.0,312,99.3%
45,Eminent Domain,22,556,7.0,8.0,9502,99.3%
46,Dixit,22,278,7.3,7.0,50499,99.3%
47,The Crew: The Quest for Planet Nine,22,41,8.0,-1.0,14567,99.3%
48,Coda,22,3609,6.1,6.0,1810,99.3%
49,7 Wonders,22,60,7.8,8.0,84104,99.3%
50,Good Cop Bad Cop,21,1611,6.6,7.0,2934,99.2%
51,Glory to Rome,21,200,7.5,9.0,12957,99.2%
52,Heimlich & Co.,20,1911,6.4,7.0,3368,99.0%
53,Tiki Topple,20,2320,6.5,7.0,1949,99.0%
54,T.I.M.E Stories,20,143,7.6,8.0,23672,99.0%
55,San Juan,20,293,7.3,9.0,22214,99.0%
56,No Thanks!,20,449,7.1,7.0,20289,99.0%
57,Elk Fest,20,3271,6.2,6.0,1803,99.0%
58,Guess Who? Extra,19,12628,5.7,4.0,260,98.7%
59,Gang of Four,19,1955,6.6,7.0,2250,98.7%
60,Catch Phrase!,19,2662,6.3,6.0,2307,98.7%
61,BANG! The Dice Game,19,567,7.0,8.0,19765,98.7%
62,TZAAR,18,425,7.7,8.0,3215,98.4%
63,Tides of Time,18,1135,6.7,8.0,6670,98.4%
64,Scythe,18,14,8.2,9.0,57625,98.4%
65,Roll Through the Ages: The Bronze Age,18,712,6.9,7.0,11484,98.4%
66,Outside the Scope of BGG,18,3564,6.7,8.0,579,98.4%
67,Innovation: Echoes of the Past,18,-1,7.6,9.0,1627,98.4%
68,DropMix,18,2223,6.9,8.0,1212,98.4%
69,Coloretto,18,542,7.0,7.0,17960,98.4%
70,Snail's Pace Race,17,20047,5.1,5.0,609,98.0%
71,PitchCar Extension 2: More Speed More Fun,17,-1,7.5,6.0,748,98.0%
72,Pandemic: On the Brink,17,-1,8.1,7.0,16131,98.0%
73,Pack & Stack,17,2016,6.4,6.0,2901,98.0%
74,Mafia de Cuba,17,1603,6.6,7.0,3568,98.0%
75,Robinson Crusoe: Adventures on the Cursed Island,16,54,7.8,9.0,34031,97.4%
