,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Terra Mystica,14,16,8.1,9.0,39166,96.0%
1,Arkham Horror: The Card Game,12,22,8.2,9.0,28406,93.6%
2,Spirit Island,9,13,8.3,8.0,25448,87.4%
3,No Thanks!,9,449,7.1,7.0,20289,87.4%
4,Pictomania,7,720,7.3,8.0,3230,80.0%
5,Viticulture: Tuscany – Expand the World of Viticulture,5,-1,8.4,8.0,2447,68.3%
6,Viticulture Essential Edition,5,23,8.1,7.0,29285,68.3%
7,Plums,5,2419,6.6,8.0,1333,68.3%
8,NMBR 9,5,869,6.9,7.0,5682,68.3%
9,Mage Knight Board Game,5,26,8.1,9.0,27775,68.3%
10,Biblios,5,366,7.2,7.0,14969,68.3%
11,Arboretum,5,254,7.4,8.0,13034,68.3%
12,Terraforming Mars,4,4,8.4,8.0,64485,60.1%
13,London,4,389,7.4,7.0,6275,60.1%
14,Codenames,4,93,7.6,7.0,67424,60.1%
15,Morels,3,706,7.0,7.0,7266,49.8%
16,Age of Civilization,3,1829,7.2,-1.0,1121,49.8%
17,Trick of the Rails,2,2794,6.7,8.0,868,36.9%
18,Tramways Engineer's Workbook,2,3903,7.4,-1.0,257,36.9%
19,Sushi Go!,2,444,7.1,5.0,34649,36.9%
20,Roll Player,2,194,7.5,7.0,13177,36.9%
21,Pax Pamir,2,1390,7.6,7.0,1061,36.9%
22,Mottainai,2,937,7.0,7.0,3486,36.9%
23,Coup,2,501,7.0,6.0,35884,36.9%
24,Trains: Rising Sun,1,955,7.5,7.0,1719,20.5%
25,Rococo,1,227,7.6,7.0,7494,20.5%
26,Mage Knight Board Game: The Lost Legion Expansion,1,-1,8.8,8.0,3503,20.5%
27,Hanabi,1,391,7.1,6.0,38808,20.5%
28,D-Day Dice (Second Edition),1,2226,7.7,7.0,532,20.5%
29,The Colonists,1,425,7.7,7.0,3396,20.5%
30,Coimbra,1,169,7.7,7.0,8444,20.5%
31,Chicago Express,1,453,7.2,7.0,7392,20.5%
32,6 nimmt!,1,597,6.9,7.0,20527,20.5%
33,Trains,0,503,7.2,7.0,7653,0.0%
34,Terraforming Mars: Hellas & Elysium,0,-1,8.4,6.0,7069,0.0%
35,Taboo,0,1924,6.3,-1.0,10479,0.0%
36,Spot it!,0,1109,6.6,7.0,12801,0.0%
37,Red7,0,657,6.9,6.0,12645,0.0%
38,Railroad Ink: Blazing Red Edition,0,752,7.2,-1.0,3749,0.0%
39,Love Letter,0,282,7.2,5.0,55827,0.0%
40,Founders of Gloomhaven,0,1643,6.7,-1.0,2507,0.0%
41,Food Chain Magnate,0,30,8.1,7.0,13806,0.0%
42,The Colonists: Ante Portas,0,-1,7.2,7.0,32,0.0%
43,Arkham Horror: The Card Game – The Miskatonic Museum: Mythos Pack,0,-1,8.1,-1.0,1373,0.0%
44,Arkham Horror: The Card Game – The Forgotten Age: Expansion,0,-1,8.3,-1.0,615,0.0%
