,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Monza,70,2108,6.6,6.0,1820,99.9%
1,Dominion,59,98,7.6,9.0,77920,99.9%
2,KLASK,54,261,7.7,8.0,5624,99.9%
3,Codenames,53,93,7.6,9.0,67424,99.9%
4,Loopin' Louie,47,922,6.8,7.0,8390,99.9%
5,Cardline: Animals,43,2150,6.6,8.0,1818,99.9%
6,Dixit,42,278,7.3,8.0,50499,99.9%
7,Carcassonne Junior,41,1478,6.7,7.0,3305,99.9%
8,Animal Upon Animal,41,908,6.8,8.0,7101,99.9%
9,Thunderstone Advance: Towers of Ruin,40,511,7.4,8.0,4589,99.9%
10,The Enchanted Tower,40,2593,6.7,8.0,1059,99.9%
11,Hide the Kids!,38,6003,6.5,7.0,275,99.9%
12,"Hey, That's My Fish!",35,855,6.7,7.0,19341,99.9%
13,Friday,35,413,7.1,8.0,16438,99.9%
14,The Crew: The Quest for Planet Nine,35,41,8.0,7.0,14567,99.9%
15,Star Realms,34,115,7.6,8.0,35855,99.9%
16,Carcassonne: Hunters and Gatherers,33,490,7.1,8.0,11093,99.9%
17,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,32,440,7.2,8.0,12015,99.9%
18,Outfoxed!,32,1053,7.2,8.0,2363,99.9%
19,Memoir '44,30,138,7.6,9.0,25667,99.9%
20,Leo,30,2697,6.7,8.0,964,99.9%
21,Dungeons & Dragons: Wrath of Ashardalon Board Game,30,731,7.1,8.0,5846,99.9%
22,7 Wonders,30,60,7.8,8.0,84104,99.9%
23,Ticket to Ride: Europe,29,119,7.5,8.0,58364,99.8%
24,Sleeping Queens,29,2115,6.5,7.0,3160,99.8%
25,Kingdom Builder,29,545,7.0,8.0,19618,99.8%
26,Agricola,29,31,7.9,9.0,63367,99.8%
27,Viva Topo!,28,2107,6.8,8.0,1238,99.8%
28,For Sale,28,301,7.2,8.0,23815,99.8%
29,Carcassonne,27,181,7.4,8.0,101546,99.8%
30,Blokus,27,646,6.9,7.0,22840,99.8%
31,Terraforming Mars,26,4,8.4,8.0,64485,99.7%
32,Wingspan,25,20,8.1,8.0,42672,99.6%
33,Small World,25,255,7.3,8.0,61593,99.6%
34,Ker Plunk,25,20231,4.7,6.0,1354,99.6%
35,Zombie Kidz Evolution,24,659,7.9,7.0,1872,99.6%
36,Onirim (Second Edition),24,580,7.1,8.0,8087,99.6%
37,Rhino Hero,23,722,6.9,7.0,8330,99.4%
38,Race for the Galaxy,23,59,7.8,9.0,46293,99.4%
39,Ahoy Treasures!,23,8625,6.7,7.0,98,99.4%
40,Agricola: All Creatures Big and Small,23,279,7.4,8.0,12301,99.4%
41,Spot it!,22,1109,6.6,8.0,12801,99.3%
42,Quoridor,22,1211,6.7,8.0,6372,99.3%
43,Machi Koro,22,987,6.6,8.0,26165,99.3%
44,BANG! The Dice Game,22,567,7.0,8.0,19765,99.3%
45,Formula D,21,520,7.0,7.0,17119,99.2%
46,Diamant,21,718,6.8,8.0,17037,99.2%
47,Arkham Horror,21,333,7.3,9.0,36754,99.2%
48,Aquaretto,21,1231,7.0,7.0,2443,99.2%
49,Tales & Games: The Three Little Pigs,20,2448,6.5,7.0,1750,99.0%
50,Snail's Pace Race,20,20047,5.1,5.0,609,99.0%
51,The Rocket Race,20,-1,6.0,6.0,1,99.0%
52,Hive Pocket,20,-1,7.7,7.0,8601,99.0%
53,Drop It,20,1428,6.9,8.0,1989,99.0%
54,Angry Birds: Card Game,20,20127,4.7,5.0,340,99.0%
55,Wits & Wagers,19,622,6.9,8.0,13343,98.7%
56,R-Eco,19,1876,6.6,7.0,2116,98.7%
57,Piece o' Cake,19,1855,6.6,8.0,2205,98.7%
58,Catan,19,395,7.2,9.0,101212,98.7%
59,Star Wars: X-Wing Miniatures Game,18,108,7.7,8.0,23036,98.4%
60,Descent: Journeys in the Dark (Second Edition),18,116,7.7,8.0,22661,98.4%
61,Telestrations,17,258,7.4,8.0,12793,98.0%
62,Taluva,17,507,7.2,7.0,7779,98.0%
63,Samurai,17,209,7.5,8.0,14736,98.0%
64,Flamme Rouge,17,198,7.6,8.0,12056,98.0%
65,Top Trumps,16,20253,4.2,6.0,955,97.4%
66,Ticket to Ride Map Collection: Volume 1 – Team Asia & Legendary Asia,16,-1,7.7,8.0,5150,97.4%
67,Love Letter,16,282,7.2,7.0,55827,97.4%
68,Catan: Junior,16,1790,6.6,7.0,2549,97.4%
69,Pandemic,15,99,7.6,8.0,101865,96.8%
70,No Thanks!,15,449,7.1,7.0,20289,96.8%
71,Finca,15,636,7.1,8.0,6811,96.8%
72,Stone Age,14,111,7.6,8.0,44874,96.0%
73,Rory's Story Cubes: Actions,14,3405,6.4,7.0,932,96.0%
74,Roma,14,1149,6.8,7.0,4454,96.0%
75,Magic Maze,14,497,7.1,8.0,15564,96.0%
76,Lord of the Rings: The Confrontation,14,362,7.5,7.0,5651,96.0%
77,Last Night on Earth: The Zombie Game,14,703,6.9,8.0,13528,96.0%
78,Jambo,14,642,7.0,8.0,7958,96.0%
79,Guillotine,14,1182,6.5,7.0,19362,96.0%
80,Fairy Tale,14,970,6.7,7.0,8457,96.0%
81,Castellion,14,1568,7.0,7.0,1748,96.0%
82,Aeon's End: The New Age,14,431,8.8,9.0,1363,96.0%
83,Terror in Meeple City,13,857,6.9,7.0,7117,94.9%
84,Splendor,13,167,7.5,8.0,58499,94.9%
85,San Juan,13,293,7.3,7.0,22214,94.9%
86,Rallyman,13,1003,7.2,8.0,2402,94.9%
87,Maze Racers,13,5842,6.6,7.0,284,94.9%
88,Humpalump,13,-1,6.0,6.0,1,94.9%
89,Connect Four,13,20254,4.9,5.0,6894,94.9%
90,Sherlock,12,4766,6.3,7.0,577,93.6%
91,Roll Through the Ages: The Bronze Age,12,712,6.9,7.0,11484,93.6%
92,7 Wonders Duel,12,17,8.1,8.0,59932,93.6%
93,Ticket to Ride: Nordic Countries,11,154,7.6,8.0,11593,92.0%
94,Roll Player,11,194,7.5,8.0,13177,92.0%
95,Qwixx,11,764,6.9,7.0,9443,92.0%
