,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Deception: Murder in Hong Kong,6,191,7.5,-1.0,15932,74.8%
1,Doctor Who: The Card Game,4,8616,5.7,6.0,821,60.1%
2,Forbidden Island,3,721,6.8,-1.0,41883,49.8%
3,For Sale,3,301,7.2,8.0,23815,49.8%
4,Survive: Escape from Atlantis!,1,285,7.3,8.0,20407,20.5%
5,Pandemic,1,99,7.6,8.0,101865,20.5%
6,Lords of Waterdeep,1,71,7.8,8.0,45819,20.5%
7,Istanbul,1,117,7.6,-1.0,25157,20.5%
8,Concordia,1,18,8.1,-1.0,27940,20.5%
9,Bohnanza,1,450,7.0,8.0,38186,20.5%
10,Welcome to the Dungeon,0,1086,6.6,8.0,11699,0.0%
11,Troyes,0,83,7.8,-1.0,18847,0.0%
12,Too Many Bones,0,48,8.4,-1.0,6013,0.0%
13,Sylla,0,1688,6.7,-1.0,2028,0.0%
14,Sushi Go Party!,0,188,7.5,-1.0,22195,0.0%
15,Star Munchkin,0,3157,6.1,7.0,4642,0.0%
16,Space Alert,0,219,7.4,-1.0,14751,0.0%
17,Smash Up: Science Fiction Double Feature,0,695,7.3,-1.0,3673,0.0%
18,Smash Up: Pretty Pretty Smash Up,0,782,7.3,-1.0,3186,0.0%
19,Smash Up: Monster Smash,0,806,7.3,-1.0,2885,0.0%
20,Smash Up: Awesome Level 9000,0,523,7.3,-1.0,6489,0.0%
21,Smash Up,0,865,6.8,-1.0,23563,0.0%
22,Scythe,0,14,8.2,-1.0,57625,0.0%
23,Scrabble,0,1807,6.3,-1.0,26658,0.0%
24,Scene It?: The DVD Movie Game,0,18681,5.5,-1.0,1441,0.0%
25,San Juan,0,293,7.3,8.0,22214,0.0%
26,Race for the Galaxy,0,59,7.8,7.0,46293,0.0%
27,Quadropolis,0,350,7.3,-1.0,11027,0.0%
28,Pandemic: On the Brink,0,-1,8.1,-1.0,16131,0.0%
29,Odin's Ravens,0,1450,6.6,8.0,3662,0.0%
30,Notre Dame,0,289,7.3,8.0,12221,0.0%
31,My Little Scythe,0,606,7.4,-1.0,3773,0.0%
32,Munchkin 3: Clerical Errors,0,-1,6.5,-1.0,4859,0.0%
33,Munchkin 2: Unnatural Axe,0,-1,6.4,-1.0,6705,0.0%
34,Munchkin,0,4419,5.9,7.0,41521,0.0%
35,Modern Art,0,221,7.4,9.0,16670,0.0%
36,Memoir '44,0,138,7.6,8.0,25667,0.0%
37,Lost Cities,0,322,7.2,9.0,37164,0.0%
38,Lords of Waterdeep: Scoundrels of Skullport,0,-1,8.2,-1.0,11442,0.0%
39,Light Speed,0,3153,6.3,7.0,1202,0.0%
40,King of Tokyo,0,313,7.2,7.0,57483,0.0%
41,Kill Doctor Lucky,0,2530,6.2,7.0,6496,0.0%
42,Inis,0,107,7.8,-1.0,12580,0.0%
43,Guillotine,0,1182,6.5,8.0,19362,0.0%
44,Glen More,0,346,7.3,9.0,8672,0.0%
45,A Game of Thrones: The Card Game,0,991,6.8,-1.0,5980,0.0%
46,Diamant,0,718,6.8,7.0,17037,0.0%
47,Dead of Winter: The Long Night,0,222,7.7,-1.0,7848,0.0%
48,Cryptid,0,272,7.5,-1.0,7446,0.0%
49,Cold War: CIA vs KGB,0,1458,6.6,-1.0,3944,0.0%
50,Codenames: Pictures,0,319,7.3,-1.0,16964,0.0%
51,Citadels,0,403,7.1,8.0,48290,0.0%
52,Catan: 5-6 Player Extension,0,-1,7.0,-1.0,14665,0.0%
53,Catan,0,395,7.2,7.0,101212,0.0%
54,The Castles of Burgundy,0,-1,8.6,-1.0,2944,0.0%
55,Carcassonne: The River,0,-1,7.0,-1.0,9925,0.0%
56,Carcassonne: The City,0,680,7.2,8.0,4207,0.0%
57,Carcassonne: King & Scout,0,-1,6.6,-1.0,3802,0.0%
58,Carcassonne: Expansion 5 – Abbey & Mayor,0,-1,7.1,-1.0,4613,0.0%
59,Carcassonne: Expansion 4 – The Tower,0,-1,6.6,-1.0,5330,0.0%
60,Carcassonne: Expansion 3 – The Princess & The Dragon,0,-1,6.8,-1.0,8808,0.0%
61,Carcassonne: Expansion 2 – Traders & Builders,0,-1,7.6,-1.0,15539,0.0%
62,Carcassonne: Expansion 1 – Inns & Cathedrals,0,-1,7.6,-1.0,19773,0.0%
63,Carcassonne,0,181,7.4,8.0,101546,0.0%
64,Battlestar Galactica: The Board Game,0,81,7.7,7.0,32861,0.0%
65,BANG! The Bullet!,0,-1,6.9,-1.0,7846,0.0%
66,Azul,0,50,7.8,-1.0,53207,0.0%
67,7 Wonders Duel,0,17,8.1,-1.0,59932,0.0%
