,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Ingenious,534,426,7.1,9.0,15617,100.0%
1,Dominion,481,98,7.6,10.0,77920,100.0%
2,Dominion: Intrigue,369,84,7.7,8.0,30066,100.0%
3,Agricola,305,31,7.9,10.0,63367,100.0%
4,Poker,286,1030,6.7,9.0,9254,100.0%
5,Dominion: Prosperity,205,-1,8.3,9.0,13433,100.0%
6,Dominion: Seaside,203,-1,8.0,9.0,14447,100.0%
7,Tichu,180,170,7.6,10.0,13267,100.0%
8,Hearts,126,1845,6.4,9.0,3815,99.9%
9,Roll to the Top!,101,2533,6.9,10.0,859,99.9%
10,Cribbage,101,615,7.1,8.0,8282,99.9%
11,Euchre,101,1596,6.8,9.0,2235,99.9%
12,Traditional Card Games,100,2984,6.6,8.0,883,99.9%
13,Race for the Galaxy,89,59,7.8,9.0,46293,99.9%
14,Crokinole,82,66,7.9,9.0,12136,99.9%
15,Codenames,82,93,7.6,10.0,67424,99.9%
16,Power Grid,79,39,7.9,10.0,56129,99.9%
17,Battlestar Galactica: The Board Game,71,81,7.7,9.0,32861,99.9%
18,Terraforming Mars,64,4,8.4,10.0,64485,99.9%
19,Balloon Cup,60,1143,6.7,9.0,5751,99.9%
20,Unpublished Prototype,55,2844,6.9,6.0,802,99.9%
21,One Night Ultimate Werewolf,48,413,7.1,7.0,21419,99.9%
22,Alhambra,48,468,7.0,10.0,28607,99.9%
23,7 Wonders,48,60,7.8,8.0,84104,99.9%
24,Railways of the World,46,128,7.7,9.0,11028,99.9%
25,Lost Cities,46,322,7.2,9.0,37164,99.9%
26,Loopin' Louie,46,922,6.8,8.0,8390,99.9%
27,Age of Steam,43,118,7.8,9.0,8840,99.9%
28,Diamant,41,718,6.8,8.0,17037,99.9%
29,6 nimmt!,41,597,6.9,8.0,20527,99.9%
30,Catan,40,395,7.2,8.0,101212,99.9%
31,Can't Stop,38,739,6.8,9.0,13213,99.9%
32,Bohnanza,36,450,7.0,9.0,38186,99.9%
33,Spinball,34,6230,6.9,9.0,154,99.9%
34,Burgle Bros.,33,238,7.5,10.0,8386,99.9%
35,Ticket to Ride,31,174,7.4,9.0,71408,99.9%
36,Terra Mystica,31,16,8.1,8.0,39166,99.9%
37,For Sale,31,301,7.2,9.0,23815,99.9%
38,Six,30,4912,6.2,9.0,604,99.9%
39,That's Life!,29,1906,6.5,7.0,2809,99.8%
40,Show Manager,27,1475,7.0,10.0,1693,99.8%
41,Le Passe-Trappe,27,3642,6.7,9.0,545,99.8%
