,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Magic: The Gathering,806,158,7.5,9.0,32365,100.0%
1,Start Player,59,3587,6.3,6.0,888,99.9%
2,Dominion,56,98,7.6,8.3,77920,99.9%
3,Dominion: Intrigue,42,84,7.7,8.3,30066,99.9%
4,Quarto,39,956,6.9,7.5,5849,99.9%
5,One Night Ultimate Werewolf,35,413,7.1,8.5,21419,99.9%
6,Santorini,30,166,7.5,8.0,27705,99.9%
7,Quoridor,26,1211,6.7,7.5,6372,99.7%
8,Qwixx,25,764,6.9,7.3,9443,99.6%
9,Coup,25,501,7.0,8.0,35884,99.6%
10,Dominion: Dark Ages,24,-1,8.0,8.3,5506,99.6%
11,Mice and Mystics,23,325,7.3,8.5,16705,99.4%
12,Dominion: Seaside,23,-1,8.0,8.3,14447,99.4%
13,Dixit,23,278,7.3,8.0,50499,99.4%
14,Crossboule,23,5325,7.2,8.5,177,99.4%
15,6 nimmt!,22,597,6.9,7.5,20527,99.3%
16,Spyfall,21,639,6.9,8.5,18191,99.2%
17,Kneipenquiz: Das Original,20,2530,7.5,7.6,491,99.0%
18,Patchwork,19,88,7.7,7.8,46298,98.7%
19,YINSH,18,189,7.7,8.0,7320,98.4%
20,Can't Stop,18,739,6.8,7.7,13213,98.4%
21,In Vino Morte,17,6326,6.9,7.3,163,98.0%
22,Dominion: Cornucopia,17,-1,7.7,8.3,5662,98.0%
23,Zombicide,16,481,7.2,8.7,16522,97.4%
24,Smart10,16,2882,7.5,8.5,432,97.4%
25,Dixit: Quest,16,-1,7.7,8.0,6616,97.4%
26,Star Wars: X-Wing Miniatures Game,15,108,7.7,8.2,23036,96.8%
27,Mice and Mystics: Needle Rapier,15,-1,7.4,8.5,299,96.8%
28,Mice and Mystics: Tattered Threads of Reason,15,-1,7.3,8.5,294,96.8%
29,Chronicles of Crime,15,141,7.8,8.5,14109,96.8%
30,Memoir '44,14,138,7.6,9.0,25667,96.0%
31,Mice and Mystics: Turtle Shell,14,-1,7.6,8.5,76,96.0%
32,Marvel Dice Masters: Age of Ultron,14,1459,7.3,8.0,1301,96.0%
33,Dominion: Hinterlands,14,-1,8.0,8.4,5757,96.0%
34,Dominion: Guilds,14,-1,7.9,8.3,2817,96.0%
35,Descent: Journeys in the Dark (Second Edition) – Road to Legend,14,-1,8.6,9.5,1055,96.0%
36,Descent: Journeys in the Dark (Second Edition) – The Trollfens,14,-1,8.0,9.4,1187,96.0%
37,Descent: Journeys in the Dark (Second Edition),14,116,7.7,9.4,22661,96.0%
38,WH1CH GAM3,13,-1,5.3,5.5,22,94.9%
39,Santorini: Golden Fleece,13,-1,7.8,8.0,1063,94.9%
40,Mr. Jack,13,530,7.0,7.4,15314,94.9%
41,Junk Art,13,412,7.4,7.9,5426,94.9%
42,Dominion: Alchemy,13,-1,6.9,7.6,8092,94.9%
43,Descent: Journeys in the Dark (Second Edition) – Labyrinth of Ruin,13,-1,8.2,9.4,1466,94.9%
44,Descent: Journeys in the Dark (Second Edition) – Lair of the Wyrm,13,-1,7.9,9.4,1894,94.9%
45,Alien Frontiers,13,232,7.4,8.1,14122,94.9%
46,Dominion: Empires,12,-1,8.5,8.4,1822,93.6%
47,Dominion: Adventures,11,-1,8.2,8.4,2594,92.0%
48,Twixt,10,1950,6.6,7.3,2347,90.0%
49,Mice and Mystics: Off Toppers,10,-1,7.6,8.5,69,90.0%
50,Captain Sonar,10,157,7.6,8.8,15954,90.0%
51,Backgammon,10,1277,6.5,7.0,11651,90.0%
52,Azul,10,50,7.8,7.6,53207,90.0%
53,T.I.M.E Stories,9,143,7.6,8.9,23672,87.4%
54,Star Realms,9,115,7.6,7.4,35855,87.4%
55,Sebastian Fitzek Killercruise,9,7849,7.3,7.7,86,87.4%
56,A Fake Artist Goes to New York,9,656,7.2,8.5,4768,87.4%
57,Descent: Journeys in the Dark (Second Edition) – Shadow of Nerekhall,9,-1,8.4,9.4,1304,87.4%
58,Descent: Journeys in the Dark (Second Edition) – Crusade of the Forgotten,9,-1,8.1,8.0,331,87.4%
59,Wits & Wagers Party,8,1432,6.9,7.7,2082,84.1%
60,Snorta!,8,4047,6.1,6.5,1445,84.1%
61,Mr. Jack Extension,8,-1,7.2,7.4,1157,84.1%
62,Dominion: Prosperity,8,-1,8.3,8.4,13433,84.1%
63,Agricola,8,31,7.9,8.0,63367,84.1%
64,Chess,7,439,7.1,8.5,28655,80.0%
65,Citadels,7,403,7.1,7.5,48290,80.0%
66,Nations,7,148,7.6,8.6,11130,80.0%
67,Mice and Mystics: Heart of Glorm,7,-1,7.9,-1.0,1155,80.0%
68,Mice and Mystics: Downwood Tales,7,-1,8.2,8.6,733,80.0%
69,Marvel Dice Masters: Civil War,7,2981,7.3,8.0,433,80.0%
70,Jenga: Tetris,7,19831,4.9,6.0,201,80.0%
71,El Grande,7,78,7.8,7.7,23511,80.0%
72,That's Pretty Clever!,7,130,7.6,7.5,14225,80.0%
73,Diamant,7,718,6.8,7.8,17037,80.0%
74,Codenames,7,93,7.6,8.0,67424,80.0%
75,Claustrophobia,7,301,7.5,8.8,6645,80.0%
76,The Chameleon,7,1899,6.7,7.3,2226,80.0%
77,Camel Up,7,477,7.0,7.4,22756,80.0%
78,Alien Frontiers: The Mind Control Helmet,7,-1,7.2,8.0,419,80.0%
79,Survive: Escape from Atlantis!,6,285,7.3,7.6,20407,74.8%
80,Scrabble,6,1807,6.3,7.0,26658,74.8%
81,Pandemic Legacy: Season 1,6,2,8.6,-1.0,41490,74.8%
82,Mr. Jack: The Carriage,6,-1,6.4,7.0,147,74.8%
83,Goa,6,180,7.6,8.3,10921,74.8%
84,The Resistance,6,267,7.3,8.1,35861,74.8%
85,City of Horror,6,1599,6.7,8.0,2840,74.8%
86,Azul: Special Factories Promo,6,-1,7.5,7.5,171,74.8%
87,Acquire,6,276,7.3,8.5,18189,74.8%
88,Terra,5,1659,6.8,7.8,1919,68.3%
89,Spirit Island,5,13,8.3,8.5,25448,68.3%
90,Time's Up! Edición Azul,5,1498,7.3,7.8,1150,68.3%
91,Rory's Story Cubes: Prehistoria,5,5146,6.7,7.0,287,68.3%
92,Rory's Story Cubes: Intergalactic,5,6286,6.8,7.0,169,68.3%
93,Rory's Story Cubes: Enchanted,5,4969,6.7,7.0,316,68.3%
94,Rory's Story Cubes: Mythic,5,8066,6.9,7.0,105,68.3%
95,Qwixx: Characters,5,-1,6.3,7.0,127,68.3%
96,Privacy 2,5,7574,6.4,7.5,170,68.3%
97,Such a Thing?,5,4704,6.2,7.2,704,68.3%
98,The Mind,5,618,6.9,8.0,19186,68.3%
99,MicroMacro: Crime City,5,1254,8.0,-1.0,850,68.3%
100,Men at Work,5,1094,7.3,8.0,1839,68.3%
101,Las Vegas,5,502,7.1,8.0,9208,68.3%
102,Krazy Wordz: Erwachsenen Edition,5,1796,7.4,8.0,894,68.3%
103,Yahtzee,5,20114,5.4,5.9,11803,68.3%
