,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Rummikub,184,1638,6.4,7.0,13147,100.0%
1,Perudo,104,684,6.9,7.0,12572,99.9%
2,Love Letter,91,282,7.2,7.0,55827,99.9%
3,UNO,78,20170,5.4,6.0,21129,99.9%
4,Qwirkle,46,796,6.8,7.0,16075,99.9%
5,Neuroshima Hex! 3.0,42,281,7.4,9.0,13269,99.9%
6,Boggle,37,2334,6.2,7.0,6984,99.9%
7,Lost Cities,36,322,7.2,7.5,37164,99.9%
8,Eclipse,36,9971,6.1,6.0,155,99.9%
9,Rat-a-Tat Cat,35,2827,6.2,6.5,2857,99.9%
10,Splendor,33,167,7.5,8.5,58499,99.9%
11,SET,31,1438,6.5,7.0,10813,99.9%
12,Connect Four,30,20254,4.9,5.0,6894,99.9%
13,Chess,29,439,7.1,8.0,28655,99.8%
14,Loopin' Louie,26,922,6.8,7.0,8390,99.7%
15,Carcassonne,25,181,7.4,7.5,101546,99.6%
16,Monkey Madness,23,18305,5.3,6.0,149,99.4%
17,Ingenious,23,426,7.1,7.0,15617,99.4%
18,Chutes and Ladders,22,20284,2.9,4.0,3766,99.3%
19,Great Wall of China,22,2990,6.2,8.0,2025,99.3%
20,Dixit,22,278,7.3,8.0,50499,99.3%
21,Azul,22,50,7.8,8.0,53207,99.3%
22,Auf Teufel komm raus,22,3818,6.8,8.0,439,99.3%
23,Dixit: Odyssey,19,212,7.5,8.0,16662,98.7%
24,San Juan,18,293,7.3,8.0,22214,98.4%
25,Quarto,18,956,6.9,7.0,5849,98.4%
26,Memory,17,20252,4.7,6.0,2470,98.0%
27,King of Tokyo,17,313,7.2,8.0,57483,98.0%
28,Mini Chuck-it Chicken!,17,17595,5.3,6.0,69,98.0%
29,Secrets of the Pyramids,16,18969,5.0,5.0,79,97.4%
30,Gloomhaven,16,1,8.8,10.0,41815,97.4%
31,Codenames,16,93,7.6,9.0,67424,97.4%
32,Ubongo,15,1052,6.7,7.0,7781,96.8%
33,Puerto Rico,15,28,8.0,9.0,63032,96.8%
34,Keltis,15,1690,6.4,7.5,5646,96.8%
35,Battle Line,15,224,7.4,8.0,15624,96.8%
36,Monopoly Junior,14,20258,4.3,5.0,1479,96.0%
37,Halli Galli,14,5570,5.8,6.0,2471,96.0%
38,Raiders of the North Sea,13,91,7.8,8.5,15886,94.9%
39,Modern Art,12,221,7.4,8.0,16670,93.6%
40,Codenames: Pictures,12,319,7.3,8.0,16964,93.6%
41,Ticket to Ride: Europe,11,119,7.5,8.0,58364,92.0%
42,Mr. Jack in New York,11,847,7.2,8.0,2976,92.0%
43,Funny Bunny,11,18062,5.5,6.0,731,92.0%
44,Pyramid of Pengqueen,11,1593,6.9,7.0,1749,92.0%
45,PitchCar,10,386,7.3,7.5,9625,90.0%
46,Jamaica,10,493,7.1,7.5,16227,90.0%
47,Galaxy Trucker,10,191,7.4,8.0,29437,90.0%
48,Billy Biber,10,18397,5.3,5.5,131,90.0%
49,The Resistance,9,267,7.3,9.0,35861,87.4%
50,Race for the Galaxy,9,59,7.8,8.0,46293,87.4%
51,Memoir '44,9,138,7.6,9.0,25667,87.4%
52,The Magic Labyrinth,9,1053,6.8,7.0,4859,87.4%
53,Lord of the Rings: The Confrontation,9,362,7.5,8.0,5651,87.4%
54,Forbidden Island,9,721,6.8,8.0,41883,87.4%
55,Enchanted Forest,8,6761,5.7,6.0,2490,84.1%
56,You're Bluffing!,8,1618,6.6,8.0,3677,84.1%
57,"Hey, That's My Fish!",8,855,6.7,7.0,19341,84.1%
58,Codenames: Duet,8,160,7.6,8.0,13865,84.1%
59,Catan,8,395,7.2,7.5,101212,84.1%
60,Android: Netrunner,8,53,7.9,10.0,26700,84.1%
61,Tigris & Euphrates,7,92,7.7,8.5,25297,80.0%
62,Thebes,7,500,7.1,8.0,9162,80.0%
63,Sushi Go Party!,7,188,7.5,8.0,22195,80.0%
64,Malefiz,7,19732,5.4,6.0,1035,80.0%
65,Labyrinth: The Card Game,7,13191,5.6,6.0,1372,80.0%
66,Junior Labyrinth,7,10115,5.7,5.5,589,80.0%
67,Pachisi,7,20267,4.5,5.0,4463,80.0%
68,Bohnanza,7,450,7.0,7.5,38186,80.0%
69,Zombie in My Pocket,6,3229,6.3,6.5,1657,74.8%
70,Twilight Struggle,6,10,8.3,10.0,40694,74.8%
71,Pandemic,6,99,7.6,8.0,101865,74.8%
72,Tic-Tac-Toe,6,20285,2.7,3.0,3269,74.8%
73,Just One,6,163,7.6,8.0,11621,74.8%
74,Jungle Speed,6,1382,6.5,7.0,11283,74.8%
75,Fluxx,6,8877,5.7,6.0,15803,74.8%
76,Escape: The Curse of the Temple,6,544,7.0,8.0,15459,74.8%
77,Eminent Domain,6,556,7.0,8.0,9502,74.8%
78,Spot it!,6,1109,6.6,6.0,12801,74.8%
79,Diego Drachenzahn,6,7071,6.1,6.0,312,74.8%
80,Alhambra,6,468,7.0,7.5,28607,74.8%
81,7 Wonders Duel,6,17,8.1,9.0,59932,74.8%
82,Tantrix,5,2806,6.3,7.0,1870,68.3%
83,Power Grid,5,39,7.9,9.0,56129,68.3%
84,Piston Cup,5,18533,5.0,5.0,53,68.3%
85,Pandemic Legacy: Season 1,5,2,8.6,10.0,41490,68.3%
86,Monster Trap,5,6815,6.2,7.5,296,68.3%
87,The Crew: The Quest for Planet Nine,5,41,8.0,-1.0,14567,68.3%
88,Citadels,5,403,7.1,8.0,48290,68.3%
89,Capt'n Sharky: Abenteuer auf der Schatzinsel,5,-1,6.7,6.0,25,68.3%
90,Black Sheep,5,5242,5.9,6.0,1181,68.3%
91,7 Wonders,5,60,7.8,8.0,84104,68.3%
92,Zooloretto,4,755,6.8,7.0,13881,60.1%
93,Ab in die Tonne,4,-1,4.3,4.0,3,60.1%
94,Terraforming Mars,4,4,8.4,10.0,64485,60.1%
95,The Resistance: Avalon,4,131,7.6,10.0,27053,60.1%
96,Patchwork,4,88,7.7,8.0,46298,60.1%
97,Norsaga,4,7012,6.4,7.0,227,60.1%
98,Neuroshima Hex! 3.0 Mercenaries from Alabama,4,-1,6.7,7.0,123,60.1%
