,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Gloomhaven,21,1,8.8,9.2,41815,99.2%
1,Charterstone,15,306,7.4,8.5,11703,96.8%
2,7 Wonders Duel,12,17,8.1,8.9,59932,93.6%
3,7 Wonders,10,60,7.8,8.8,84104,90.0%
4,The Crew: The Quest for Planet Nine,9,41,8.0,-1.0,14567,87.4%
5,Azul,9,50,7.8,8.0,53207,87.4%
6,Monopoly Deal Card Game,7,2088,6.3,7.5,8703,80.0%
7,Ticket to Ride: New York,6,861,7.0,7.7,4487,74.8%
8,Quadropolis,6,350,7.3,7.5,11027,74.8%
9,Splendor,5,167,7.5,8.0,58499,68.3%
10,Laser Chess,5,3122,6.7,7.5,733,68.3%
11,Harry Potter: Hogwarts Battle,5,288,7.5,7.7,11884,68.3%
12,Crokinole,5,66,7.9,8.0,12136,68.3%
13,Tumblin-Dice,4,716,7.2,7.7,3886,60.1%
14,Shards of Infinity,4,744,7.5,8.0,2399,60.1%
15,Roll For It!,4,3237,6.1,7.5,2619,60.1%
16,Onirim (Second Edition),4,580,7.1,7.6,8087,60.1%
17,Lanterns: The Harvest Festival,4,737,6.9,7.7,9581,60.1%
18,Hero Realms,4,201,7.6,8.0,12130,60.1%
19,Blood Rage,4,34,8.0,8.6,33822,60.1%
20,Tiny Epic Galaxies,3,271,7.4,7.7,15645,49.8%
21,NMBR 9,3,869,6.9,7.6,5682,49.8%
22,Luxor,3,865,7.2,7.5,2908,49.8%
23,KLASK,3,261,7.7,7.5,5624,49.8%
24,Kingdomino,3,217,7.4,7.4,32067,49.8%
25,Karuba: The Card Game,3,4213,6.4,7.0,559,49.8%
26,Karuba,3,465,7.2,8.0,8663,49.8%
27,Forbidden Desert,3,380,7.1,7.2,25536,49.8%
28,Concordia,3,18,8.1,8.7,27940,49.8%
29,Conan,3,459,7.7,8.5,3953,49.8%
30,Castles of Mad King Ludwig,3,133,7.6,7.7,22082,49.8%
31,The Castles of Burgundy,3,15,8.1,8.1,46330,49.8%
32,Troyes,2,83,7.8,7.0,18847,36.9%
33,Tranquility,2,3310,7.5,-1.0,382,36.9%
34,Trains,2,503,7.2,7.7,7653,36.9%
35,That's Pretty Clever!,2,130,7.6,7.5,14225,36.9%
36,Targi,2,123,7.6,8.0,14453,36.9%
37,Small World,2,255,7.3,7.0,61593,36.9%
38,Silver & Gold,2,601,7.4,7.7,3612,36.9%
39,Santorini,2,166,7.5,8.0,27705,36.9%
40,Qwirkle Cubes,2,2646,6.6,7.0,1220,36.9%
41,Pickomino,2,1252,6.6,7.0,8983,36.9%
42,One Deck Dungeon,2,636,7.1,7.5,7994,36.9%
43,Near and Far,2,150,7.8,8.0,7190,36.9%
