,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Mastermind,4366,15243,5.6,5.0,6113,100.0%
1,Backgammon,1955,1277,6.5,5.0,11651,100.0%
2,Riichi Mahjong,1795,3040,8.4,10.0,303,100.0%
3,Hanabi,1586,391,7.1,10.0,38808,100.0%
4,Cribbage,645,615,7.1,7.0,8282,100.0%
5,Go,476,171,7.6,10.0,14810,100.0%
6,Secret Hitler,258,185,7.6,-1.0,18104,100.0%
7,Pandemic,249,99,7.6,7.0,101865,100.0%
8,Dominion,218,98,7.6,5.0,77920,100.0%
9,Roma,181,1149,6.8,8.0,4454,100.0%
10,Android: Netrunner,181,53,7.9,4.0,26700,100.0%
11,Pandemic: On the Brink,128,-1,8.1,7.0,16131,99.9%
12,Race for the Galaxy,117,59,7.8,7.0,46293,99.9%
13,Can't Stop,111,739,6.8,6.0,13213,99.9%
14,Onirim (Second Edition),98,580,7.1,8.0,8087,99.9%
15,Shogi,94,1294,7.4,9.0,1540,99.9%
16,Carcassonne,92,181,7.4,6.0,101546,99.9%
17,Notre Dame,80,289,7.3,8.0,12221,99.9%
18,Glory to Rome,79,200,7.5,10.0,12957,99.9%
19,One Night Ultimate Werewolf,75,413,7.1,8.0,21419,99.9%
20,Tichu,72,170,7.6,7.0,13267,99.9%
21,The Fox in the Forest Duet,70,1503,7.3,-1.0,1213,99.9%
22,Lost Cities,66,322,7.2,6.0,37164,99.9%
23,Through the Ages: A Story of Civilization,64,49,7.9,6.0,17986,99.9%
24,Azul,60,50,7.8,8.0,53207,99.9%
25,ZÈRTZ,53,653,7.3,9.0,3909,99.9%
26,Love Letter,49,282,7.2,7.0,55827,99.9%
27,Ingenious,49,426,7.1,6.0,15617,99.9%
28,Coup,48,501,7.0,-1.0,35884,99.9%
29,Arkham Horror,46,333,7.3,5.0,36754,99.9%
30,YINSH,45,189,7.7,8.0,7320,99.9%
31,Tigris & Euphrates,44,92,7.7,8.0,25297,99.9%
32,At the Gates of Loyang,44,296,7.4,7.0,9745,99.9%
33,Ra,41,177,7.5,7.0,19077,99.9%
34,Alhambra,41,468,7.0,6.0,28607,99.9%
35,Goa,39,180,7.6,9.0,10921,99.9%
36,Bridge,39,692,7.5,9.0,2887,99.9%
