,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Pickomino,11,1252,6.6,6.0,8983,92.0%
1,BraveRats,11,2202,6.5,7.0,2156,92.0%
2,Hive,8,246,7.3,7.0,29494,84.1%
3,Pairs,7,2578,6.4,6.0,2064,80.0%
4,Lords of Waterdeep,7,71,7.8,8.0,45819,80.0%
5,Sushi Go!,6,444,7.1,7.0,34649,74.8%
6,Pandemic,6,99,7.6,7.0,101865,74.8%
7,Parade,5,800,7.0,8.0,5914,68.3%
8,No Thanks!,5,449,7.1,7.0,20289,68.3%
9,Love Letter,5,282,7.2,6.0,55827,68.3%
10,Escape: The Curse of the Temple,5,544,7.0,7.0,15459,68.3%
11,Alhambra,5,468,7.0,6.5,28607,68.3%
12,Zombie Dice,4,2090,6.2,5.0,16146,60.1%
13,Small World,4,255,7.3,6.0,61593,60.1%
14,Nations: The Dice Game,4,836,7.0,8.0,4890,60.1%
15,Lost Cities,4,322,7.2,6.5,37164,60.1%
16,Hanabi,4,391,7.1,9.0,38808,60.1%
17,Codenames,4,93,7.6,-1.0,67424,60.1%
18,Citadels,4,403,7.1,7.0,48290,60.1%
19,Carcassonne,4,181,7.4,7.0,101546,60.1%
20,Agricola,4,31,7.9,7.0,63367,60.1%
21,Twilight Struggle,3,10,8.3,7.0,40694,49.8%
22,Tokaido,3,546,7.0,8.0,20583,49.8%
23,Takenoko,3,280,7.3,8.0,35084,49.8%
24,Suburbia,3,146,7.5,7.0,21531,49.8%
25,Nations,3,148,7.6,7.0,11130,49.8%
26,King of Tokyo,3,313,7.2,6.5,57483,49.8%
27,Glen More,3,346,7.3,8.0,8672,49.8%
28,Friday,3,413,7.1,7.0,16438,49.8%
29,Fluxx,3,8877,5.7,5.0,15803,49.8%
30,Fairy Tale,3,970,6.7,7.0,8457,49.8%
31,Diner,3,6604,6.1,5.0,360,49.8%
32,Alles Käse!,3,15002,5.7,6.0,168,49.8%
33,Zombie Dice 2: Double Feature,2,-1,6.6,5.5,2480,36.9%
34,Waggle Dance,2,1838,7.0,7.0,1235,36.9%
35,Vikings,2,432,7.3,8.0,7930,36.9%
36,Tales of the Arabian Nights,2,435,7.2,7.0,11564,36.9%
37,Rory's Story Cubes: Voyages,2,3130,6.6,5.5,866,36.9%
38,Rise of Augustus,2,983,6.7,7.0,7564,36.9%
39,Red7,2,657,6.9,7.0,12645,36.9%
40,The Princess Bride: As You Wish,2,15542,5.9,7.0,53,36.9%
41,Port Royal,2,456,7.1,-1.0,12914,36.9%
42,Pirate Fluxx,2,3218,6.2,5.5,2469,36.9%
43,Paperback,2,457,7.2,7.0,8906,36.9%
44,Pandemic Legacy: Season 1,2,2,8.6,9.0,41490,36.9%
45,Monopoly Deal Card Game,2,2088,6.3,6.5,8703,36.9%
46,Gloria Picktoria,2,3300,6.4,7.0,1046,36.9%
47,Ginkgopolis,2,412,7.4,6.0,4963,36.9%
48,Eminent Domain: Microcosm,2,2629,6.5,6.0,1469,36.9%
49,Eminent Domain,2,556,7.0,6.5,9502,36.9%
50,Bohnanza,2,450,7.0,7.0,38186,36.9%
51,The Witches: A Discworld Game,1,3667,6.1,6.0,1739,20.5%
52,Tobago,1,488,7.1,6.0,10608,20.5%
53,Ticket to Ride: The Card Game,1,2747,6.1,6.0,3900,20.5%
54,Thurn and Taxis,1,428,7.1,8.0,18091,20.5%
55,Targi,1,123,7.6,7.0,14453,20.5%
56,A Study in Emerald (Second Edition),1,1308,6.9,-1.0,2328,20.5%
57,Stockpile,1,342,7.5,8.0,5500,20.5%
58,Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,1,13870,5.7,6.0,504,20.5%
59,Snowdonia,1,489,7.4,7.0,4542,20.5%
60,Roll for the Galaxy,1,94,7.7,-1.0,26342,20.5%
61,The Resistance,1,267,7.3,6.5,35861,20.5%
62,The Red Dragon Inn,1,1460,6.6,6.0,7090,20.5%
63,Race for the Galaxy,1,59,7.8,7.0,46293,20.5%
64,The Princess Bride: A Battle of Wits,1,16157,5.6,-1.0,133,20.5%
65,Priests of Ra,1,2123,6.8,7.0,1188,20.5%
66,Pastiche,1,1606,6.8,6.0,2003,20.5%
67,Pandemic: The Cure,1,361,7.3,7.5,9373,20.5%
68,Lost Legacy: The Starship,1,1752,6.6,6.5,2522,20.5%
69,Livestock Market: the Card Game,1,-1,7.0,5.0,20,20.5%
70,Jaipur,1,135,7.5,6.5,37008,20.5%
71,Isle of Skye: From Chieftain to King,1,195,7.4,8.0,20353,20.5%
72,Innovation,1,334,7.2,6.5,14811,20.5%
73,The Great Heartland Hauling Co.,1,1340,6.9,6.5,2339,20.5%
74,Gloom,1,1776,6.3,6.5,13569,20.5%
75,Flash Point: Fire Rescue,1,344,7.2,6.0,20894,20.5%
76,Firefly: The Game,1,343,7.4,7.0,10507,20.5%
77,Evolution,1,461,7.1,8.0,13581,20.5%
78,Dragon's Hoard,1,2918,6.5,5.5,1201,20.5%
79,Dixit,1,278,7.3,6.0,50499,20.5%
80,Divinare,1,1998,6.7,7.0,1523,20.5%
81,Council of Verona,1,2756,6.3,6.0,1826,20.5%
82,Clans,1,1451,6.6,7.0,4861,20.5%
83,Camel Up,1,477,7.0,8.0,22756,20.5%
84,Burgoo,1,10216,5.7,6.0,595,20.5%
85,Biblios,1,366,7.2,6.0,14969,20.5%
86,"...and then, we held hands.",1,3573,6.1,6.0,1814,20.5%
87,Alchemists,1,110,7.7,7.0,18203,20.5%
88,Agricola: All Creatures Big and Small,1,279,7.4,6.5,12301,20.5%
89,Zooloretto: The Dice Game,0,2512,6.4,-1.0,1842,0.0%
90,Zooloretto,0,755,6.8,7.0,13881,0.0%
91,Why First?,0,4215,6.1,-1.0,1048,0.0%
92,Where Art Thou Romeo?,0,19935,5.0,-1.0,290,0.0%
93,Welcome to the Dungeon,0,1086,6.6,-1.0,11699,0.0%
94,Vineta,0,4077,6.2,5.5,1017,0.0%
95,The Very Hungry Caterpillar Card Game,0,19797,3.7,4.0,59,0.0%
96,Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,0,16683,5.6,5.0,772,0.0%
97,Tokaido: Crossroads,0,-1,7.5,-1.0,2079,0.0%
98,Thundercats,0,-1,4.9,4.0,8,0.0%
99,This Town Ain't Big Enough for the 2-4 of Us,0,4657,6.0,-1.0,984,0.0%
100,Thebes,0,500,7.1,7.0,9162,0.0%
101,A Study in Emerald,0,827,7.2,7.0,3120,0.0%
102,Star Fluxx,0,2155,6.4,6.0,4929,0.0%
103,Snowdonia: The Necropolis Railway & Neuhauser Bockerlbahn,0,-1,7.9,-1.0,82,0.0%
104,Snowdonia: The Daffodil Line,0,-1,8.1,-1.0,88,0.0%
105,Snowdonia: Lost Train Promo Card,0,-1,7.1,-1.0,37,0.0%
106,Snowdonia: Jungfraubahn & Mount Washington,0,-1,7.6,-1.0,192,0.0%
107,Snowdonia: Britannia Bridge,0,-1,7.7,-1.0,52,0.0%
108,The Settlers of Catan: The Great River,0,-1,6.0,-1.0,967,0.0%
109,Secret Santa,0,16869,5.6,-1.0,61,0.0%
110,Seasons,0,210,7.4,6.5,20745,0.0%
111,Rumpelstiltskin,0,11136,5.8,-1.0,241,0.0%
112,Rory's Story Cubes: Prehistoria,0,5146,6.7,5.0,287,0.0%
113,Risk Express,0,3743,6.3,6.0,987,0.0%
114,The Ravens of Thri Sahashri,0,1688,7.2,-1.0,1137,0.0%
115,Quarantine,0,4649,6.1,6.0,886,0.0%
116,The Princess Bride: Miracle Pill,0,17532,5.3,-1.0,50,0.0%
117,Portal: The Uncooperative Cake Acquisition Game,0,3674,6.3,-1.0,1223,0.0%
118,Ortus Regni,0,2455,7.6,-1.0,503,0.0%
119,Onirim (Second Edition),0,580,7.1,-1.0,8087,0.0%
