,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Dominion,29,98,7.6,-1.0,77920,99.8%
1,7 Wonders,18,60,7.8,-1.0,84104,98.4%
2,Istanbul,11,117,7.6,-1.0,25157,92.0%
3,Machi Koro,8,987,6.6,-1.0,26165,84.1%
4,Zombicide,6,481,7.2,8.0,16522,74.8%
5,Seasons,6,210,7.4,-1.0,20745,74.8%
6,Yedo,4,631,7.4,-1.0,3468,60.1%
7,Splendor,4,167,7.5,-1.0,58499,60.1%
8,Small World,4,255,7.3,-1.0,61593,60.1%
9,Dixit,4,278,7.3,7.0,50499,60.1%
10,The Werewolves of Miller's Hollow: The Village,3,2635,6.9,7.0,727,49.8%
11,Concept,3,756,6.8,-1.0,15389,49.8%
12,Tajemnicze Domostwo,2,633,7.2,-1.0,4875,36.9%
13,Samurai Spirit,2,1324,6.7,-1.0,4351,36.9%
14,Robinson Crusoe: Adventures on the Cursed Island,2,54,7.8,8.0,34031,36.9%
15,Catan,2,395,7.2,9.0,101212,36.9%
16,Bohnanza,2,450,7.0,8.0,38186,36.9%
17,Terra,1,1659,6.8,-1.0,1919,20.5%
18,Takenoko,1,280,7.3,-1.0,35084,20.5%
19,T.I.M.E Stories: The Marcy Case,1,-1,7.6,-1.0,6072,20.5%
20,T.I.M.E Stories,1,143,7.6,-1.0,23672,20.5%
21,Sushi Go!,1,444,7.1,-1.0,34649,20.5%
22,Mystic Vale,1,387,7.3,-1.0,8936,20.5%
23,A Game of Thrones: The Board Game (Second Edition),1,132,7.6,-1.0,28575,20.5%
24,Boss Monster: The Dungeon Building Card Game,1,1988,6.3,-1.0,13824,20.5%
25,Agricola,1,31,7.9,-1.0,63367,20.5%
26,The Agents,1,3201,6.3,9.0,1454,20.5%
27,Zombie Dice,0,2090,6.2,4.0,16146,0.0%
28,Wasabi!,0,1532,6.5,-1.0,4734,0.0%
29,Tiny Epic Western,0,1455,6.7,-1.0,3624,0.0%
30,Tiny Epic Kingdoms,0,1278,6.6,-1.0,7035,0.0%
31,Terror in Meeple City,0,857,6.9,-1.0,7117,0.0%
32,Terra Mystica,0,16,8.1,-1.0,39166,0.0%
33,T.I.M.E Stories: A Prophecy of Dragons,0,-1,7.6,-1.0,4731,0.0%
34,Steam Park,0,915,6.9,-1.0,5492,0.0%
35,Spyfall 2,0,1267,7.0,-1.0,2253,0.0%
36,Smash Up,0,865,6.8,4.0,23563,0.0%
37,Samurai Sword,0,1563,6.7,-1.0,3274,0.0%
38,Saboteur,0,1075,6.6,7.0,25602,0.0%
39,Rialto,0,1037,6.9,-1.0,3746,0.0%
40,The Red Dragon Inn 3,0,1549,7.2,6.0,1538,0.0%
41,oddball Äeronauts,0,7388,5.9,-1.0,633,0.0%
42,Mint Works,0,804,7.0,-1.0,4905,0.0%
43,Manifest,0,9392,6.5,-1.0,102,0.0%
44,Love Letter,0,282,7.2,5.0,55827,0.0%
45,Lewis & Clark: The Expedition,0,202,7.5,-1.0,12899,0.0%
46,King of Tokyo,0,313,7.2,5.0,57483,0.0%
47,Isle of Skye: From Chieftain to King,0,195,7.4,-1.0,20353,0.0%
48,Ingenious,0,426,7.1,-1.0,15617,0.0%
49,Guildhall,0,1006,6.9,8.0,3911,0.0%
50,Glass Road,0,270,7.4,-1.0,9013,0.0%
51,Dragon Slayer,0,10961,5.6,-1.0,1648,0.0%
52,Dice City,0,1128,6.8,-1.0,4549,0.0%
53,Deception: Murder in Hong Kong,0,191,7.5,-1.0,15932,0.0%
54,Codenames,0,93,7.6,-1.0,67424,0.0%
55,Cockroach Poker,0,1027,6.7,-1.0,8610,0.0%
56,Cards Against Humanity,0,4284,5.9,6.0,23175,0.0%
57,Carcassonne: South Seas,0,971,7.1,-1.0,3053,0.0%
58,Blueprints,0,944,6.8,-1.0,6126,0.0%
59,Arboretum,0,254,7.4,-1.0,13034,0.0%
60,Android: Netrunner,0,53,7.9,-1.0,26700,0.0%
