,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Thebes,2,500,7.1,8.0,9162,36.9%
1,The Twilight Saga: New Moon – The Movie Board Game,0,19823,2.6,-1.0,40,0.0%
2,Trivial Pursuit: Young Players Edition Master Game,0,18910,5.3,7.5,208,0.0%
3,Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,0,16683,5.6,7.0,772,0.0%
4,Trivial Pursuit: Genus Edition,0,20216,5.2,8.0,7455,0.0%
5,Ticket to Ride: The Card Game,0,2747,6.1,8.0,3900,0.0%
6,Squatter,0,14911,5.7,7.0,245,0.0%
7,Scene It? Harry Potter Second Edition,0,17383,5.5,6.5,112,0.0%
8,Park and Shop,0,17836,5.4,7.0,68,0.0%
9,The Honeybee Tree,0,-1,4.9,8.0,11,0.0%
10,Forbidden Island,0,721,6.8,9.0,41883,0.0%
11,Alhambra,0,468,7.0,-1.0,28607,0.0%
