,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Lost Cities,147,322,7.2,7.0,37164,99.9%
1,Carcassonne: The Castle,57,593,7.1,7.5,7556,99.9%
2,StreetSoccer,52,2380,6.5,6.5,1593,99.9%
3,Glen More,39,346,7.3,8.0,8672,99.9%
4,Tank Duel: Enemy in the Crosshairs,22,2462,7.8,9.0,482,99.3%
5,Star Fleet Battles,20,2184,6.9,7.0,1247,99.0%
6,The Lord of the Rings: The Card Game,19,129,7.6,7.5,20755,98.7%
7,Loopin' Louie,16,922,6.8,7.0,8390,97.4%
8,San Juan,14,293,7.3,7.5,22214,96.0%
9,Empire Builder,14,1236,7.0,8.0,2846,96.0%
10,Carcassonne,14,181,7.4,8.0,101546,96.0%
11,Magic Realm,13,1247,7.2,8.0,1976,94.9%
12,Chess,13,439,7.1,6.0,28655,94.9%
13,Space Hulk: Death Angel – The Card Game,12,614,7.0,6.5,12204,93.6%
14,Friday,12,413,7.1,7.0,16438,93.6%
15,Thurn and Taxis,10,428,7.1,8.0,18091,90.0%
16,Pandemic,10,99,7.6,7.5,101865,90.0%
17,Winner's Circle,9,834,7.0,6.0,5048,87.4%
18,Tsuro,9,933,6.7,6.0,23277,87.4%
19,Cartagena,9,1078,6.7,7.0,7477,87.4%
20,Carcassonne: Hunters and Gatherers,9,490,7.1,8.0,11093,87.4%
21,Attika,9,746,7.0,7.0,6328,87.4%
22,Sagrada,8,147,7.5,-1.0,25897,84.1%
23,Blokus 3D,8,1183,6.8,6.5,3819,84.1%
24,SET Junior,7,16610,5.5,-1.0,64,80.0%
25,Rallyman: GT,7,1107,7.4,-1.0,1878,80.0%
26,Catan,7,395,7.2,7.0,101212,80.0%
27,Advanced Heroquest,7,2466,6.8,-1.0,1219,80.0%
28,PitchCar Mini,6,1315,7.0,-1.0,2086,74.8%
29,Manhattan,6,1152,6.7,7.0,4929,74.8%
30,Hive,6,246,7.3,6.0,29494,74.8%
31,Castle Panic,6,1033,6.7,6.5,14252,74.8%
32,Zooloretto,6,755,6.8,7.5,13881,74.8%
33,Takenoko,5,280,7.3,7.5,35084,68.3%
34,SpaceCorp,5,828,7.7,7.5,1692,68.3%
35,Runebound: Second Edition,5,888,6.9,7.0,7749,68.3%
36,Macao,5,328,7.4,7.5,6953,68.3%
37,The Kids of Catan,5,19925,5.3,-1.0,661,68.3%
38,Fluxx,5,8877,5.7,6.0,15803,68.3%
39,Wingspan,4,20,8.1,-1.0,42672,60.1%
40,Too Many Bones,4,48,8.4,9.0,6013,60.1%
41,Sylvion,4,1046,7.1,8.0,2568,60.1%
42,Save Doctor Lucky,4,6257,5.9,6.0,1148,60.1%
43,Roll for the Galaxy,4,94,7.7,8.0,26342,60.1%
44,Roads & Boats,4,399,7.7,8.0,3075,60.1%
45,Hisss,4,13232,5.6,-1.0,1161,60.1%
46,Forbidden Island,4,721,6.8,6.5,41883,60.1%
47,Escape: The Curse of the Temple,4,544,7.0,7.0,15459,60.1%
48,DungeonQuest,4,1657,6.7,6.0,2655,60.1%
49,Dino Hunt,4,19410,5.3,5.0,325,60.1%
50,Comanchería: The Rise and Fall of the Comanche Empire,4,1863,8.1,-1.0,560,60.1%
51,Caesar & Cleopatra,4,1889,6.4,7.0,4308,60.1%
52,Ticket to Ride: Switzerland,3,-1,7.5,8.0,4602,49.8%
53,Ticket to Ride,3,174,7.4,8.0,71408,49.8%
54,Space Empires: 4X,3,492,7.7,-1.0,3020,49.8%
55,Power Grid,3,39,7.9,9.0,56129,49.8%
56,Paperback,3,457,7.2,-1.0,8906,49.8%
57,Pandemic: The Cure,3,361,7.3,-1.0,9373,49.8%
58,One Deck Dungeon,3,636,7.1,7.5,7994,49.8%
59,London's Burning,3,3667,6.9,7.0,443,49.8%
60,High Frontier,3,1156,7.4,-1.0,1516,49.8%
61,Glass Road,3,270,7.4,-1.0,9013,49.8%
62,Chicago Express,3,453,7.2,8.0,7392,49.8%
63,Burgle Bros.,3,238,7.5,-1.0,8386,49.8%
64,Animal Upon Animal,3,908,6.8,6.5,7101,49.8%
65,Agricola: All Creatures Big and Small,3,279,7.4,7.0,12301,49.8%
66,Zombies!!!,3,6200,5.8,-1.0,14433,49.8%
67,Ticket to Ride: Nordic Countries,2,154,7.6,-1.0,11593,36.9%
68,Ticket to Ride Map Collection: Volume 1 – Team Asia & Legendary Asia,2,-1,7.7,7.0,5150,36.9%
69,Terraforming Mars,2,4,8.4,-1.0,64485,36.9%
70,Paris Connection,2,1518,6.7,8.0,2448,36.9%
71,Terror in Meeple City,2,857,6.9,-1.0,7117,36.9%
72,Puerto Rico,2,28,8.0,9.0,63032,36.9%
73,"Panzers East Solitaire: Army Group Center, June-August 1941",2,-1,7.4,-1.0,23,36.9%
74,Mystery of the Abbey,2,1339,6.5,6.0,7675,36.9%
75,Modern Art,2,221,7.4,8.0,16670,36.9%
76,March of the Ants,2,1795,7.2,-1.0,1128,36.9%
77,Machi Koro,2,987,6.6,-1.0,26165,36.9%
78,Love Letter,2,282,7.2,-1.0,55827,36.9%
79,Leaving Earth,2,543,7.8,-1.0,2345,36.9%
80,Labyrinth,2,1612,6.4,-1.0,10468,36.9%
81,Kingdom Builder,2,545,7.0,-1.0,19618,36.9%
82,Keyflower,2,72,7.8,-1.0,18952,36.9%
83,A Feast for Odin,2,21,8.2,-1.0,17278,36.9%
84,Exploding Kittens,2,3303,6.0,-1.0,21428,36.9%
85,Entdecker,2,2752,6.4,7.0,1408,36.9%
86,Empire Express,2,6020,6.7,-1.0,205,36.9%
