,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,GOITA,16,6172,7.0,10.0,156,97.4%
1,Volta,12,9570,7.1,9.0,51,93.6%
2,Good & Bad Ghosts,8,2920,6.4,7.0,1415,84.1%
3,Ultimate Werewolf: Ultimate Edition,7,972,7.0,6.0,3760,80.0%
4,Volcano,6,3999,6.8,8.0,395,74.8%
5,Ricochet Robots,6,686,7.0,9.0,7998,74.8%
6,Schiebung,5,-1,7.1,8.0,11,68.3%
7,Tweeeet,3,6121,6.2,7.0,331,49.8%
8,King of Tokyo,3,313,7.2,7.0,57483,49.8%
9,4 Seasons,3,8300,6.3,8.0,152,49.8%
10,Crokinole,3,66,7.9,8.0,12136,49.8%
11,Wind City,2,-1,7.0,7.0,8,36.9%
12,Penguin Party,2,3098,6.4,8.0,1051,36.9%
13,Rhino Hero,2,722,6.9,6.0,8330,36.9%
14,Pit,2,1665,6.4,7.0,8269,36.9%
15,MacGuffin,2,-1,5.5,7.0,2,36.9%
16,Kolejka,2,1590,6.7,6.0,3141,36.9%
17,K2,2,568,7.1,9.0,9050,36.9%
18,"Hey, That's My Fish!",2,855,6.7,8.0,19341,36.9%
19,Hanafuda,2,3181,6.7,9.0,721,36.9%
20,No Thanks!,2,449,7.1,8.0,20289,36.9%
21,A Few Acres of Snow,2,339,7.4,9.0,7415,36.9%
22,Dixit,2,278,7.3,7.0,50499,36.9%
23,Diamant,2,718,6.8,7.0,17037,36.9%
24,Cheeky Monkey,2,2739,6.6,8.0,1026,36.9%
25,Cheating Moth,2,2177,6.4,6.0,2831,36.9%
26,Perudo,2,684,6.9,10.0,12572,36.9%
27,Biblios,2,366,7.2,8.0,14969,36.9%
28,ZÈRTZ,1,653,7.3,8.0,3909,20.5%
29,Zendo,1,857,7.3,8.0,2683,20.5%
30,YINSH,1,189,7.7,9.0,7320,20.5%
31,Yakitori,1,-1,7.0,7.0,5,20.5%
32,Was'n das?,1,4813,6.7,7.0,321,20.5%
33,Volle Scholle,1,10349,6.1,7.0,114,20.5%
34,Forbidden Island,1,721,6.8,7.0,41883,20.5%
35,Ugg-Tect,1,2799,6.3,7.0,1818,20.5%
36,Trick of the Rails,1,2794,6.7,7.0,868,20.5%
37,Transfer,1,-1,5.3,5.0,4,20.5%
38,Ticket to Ride: Europe,1,119,7.5,8.0,58364,20.5%
39,Through the Desert,1,499,7.1,7.0,12705,20.5%
40,Terraformers,1,-1,7.1,8.0,26,20.5%
41,TAMSK,1,2105,6.8,6.0,1352,20.5%
42,Tammany Hall,1,743,7.3,8.0,3378,20.5%
43,Spot it!,1,1109,6.6,8.0,12801,20.5%
44,Shogi,1,1294,7.4,9.0,1540,20.5%
45,Shadows over Camelot,1,406,7.1,8.0,25418,20.5%
