,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Magic: The Gathering,140,158,7.5,10.0,32365,99.9%
1,Gloomhaven,91,1,8.8,10.0,41815,99.9%
2,Keyflower,32,72,7.8,10.0,18952,99.9%
3,Star Wars: X-Wing Miniatures Game,28,108,7.7,10.0,23036,99.8%
4,Loopin' Louie,24,922,6.8,9.0,8390,99.6%
5,Splendor,14,167,7.5,7.0,58499,96.0%
6,Camel Up,14,477,7.0,9.0,22756,96.0%
7,Spirit Island,13,13,8.3,10.0,25448,94.9%
8,Codenames,13,93,7.6,9.0,67424,94.9%
9,Hanabi,12,391,7.1,9.0,38808,93.6%
10,Pandemic Legacy: Season 1,11,2,8.6,10.0,41490,92.0%
11,Nations,11,148,7.6,9.0,11130,92.0%
12,Tzolk'in: The Mayan Calendar,10,40,7.9,9.0,30663,90.0%
13,Tsuro,10,933,6.7,8.0,23277,90.0%
14,One Night Ultimate Werewolf,10,413,7.1,3.0,21419,90.0%
15,Mysterium,10,256,7.3,9.0,31970,90.0%
16,Coup,10,501,7.0,9.0,35884,90.0%
17,Citadels,10,403,7.1,7.0,48290,90.0%
18,Mage Knight Board Game,9,26,8.1,10.0,27775,87.4%
19,Isle of Skye: From Chieftain to King,9,195,7.4,10.0,20353,87.4%
20,The Castles of Burgundy,9,15,8.1,7.0,46330,87.4%
21,Ticket to Ride: Europe,8,119,7.5,9.0,58364,84.1%
22,Dixit,8,278,7.3,10.0,50499,84.1%
23,Blood Bowl: Living Rulebook,8,330,7.9,10.0,3351,84.1%
24,The Uncharted Seas,7,5887,7.0,4.0,164,80.0%
25,The Resistance: Avalon,7,131,7.6,5.0,27053,80.0%
26,Kemet,7,102,7.7,10.0,16243,80.0%
27,Gaia Project,7,8,8.5,10.0,16244,80.0%
28,Formula D,7,520,7.0,5.0,17119,80.0%
29,Twilight Struggle,6,10,8.3,10.0,40694,74.8%
30,Star Wars: Rebellion,6,9,8.4,10.0,22983,74.8%
31,Patchwork,6,88,7.7,4.0,46298,74.8%
32,"Hey, That's My Fish!",6,855,6.7,9.0,19341,74.8%
33,Robinson Crusoe: Adventures on the Cursed Island,5,54,7.8,7.0,34031,68.3%
34,Love Letter,5,282,7.2,4.0,55827,68.3%
35,Imperial 2030,5,234,7.7,10.0,5717,68.3%
36,Hive,5,246,7.3,2.0,29494,68.3%
37,Cryptid,5,272,7.5,6.0,7446,68.3%
38,Undaunted: North Africa,4,1301,8.1,8.0,828,60.1%
39,Sushi Go!,4,444,7.1,6.0,34649,60.1%
40,Labyrinth,4,1612,6.4,9.0,10468,60.1%
41,Key to the City: London,4,1882,7.0,7.0,1120,60.1%
42,Inhabit the Earth,4,1933,7.0,8.0,1101,60.1%
43,"Gandhi: The Decolonization of British India, 1917 – 1947",4,2390,8.2,10.0,395,60.1%
44,Fire in the Lake,4,415,8.1,10.0,2246,60.1%
45,Chess,4,439,7.1,3.0,28655,60.1%
46,Wits & Wagers,3,622,6.9,9.0,13343,49.8%
47,Root,3,28,8.1,10.0,24064,49.8%
48,Power Grid,3,39,7.9,9.0,56129,49.8%
49,Maria,3,329,8.0,10.0,2773,49.8%
50,Dixit: Odyssey,3,212,7.5,9.0,16662,49.8%
51,Cuba Libre,3,527,7.7,10.0,2531,49.8%
52,Tigris & Euphrates,2,92,7.7,9.0,25297,36.9%
53,Pendragon: The Fall of Roman Britain,2,1482,8.0,9.0,769,36.9%
54,Pandemic Legacy: Season 0,2,375,8.8,7.0,1425,36.9%
55,My City,2,770,7.9,5.0,1578,36.9%
56,The King's Dilemma,2,587,8.1,10.0,1693,36.9%
57,Junk Art,2,412,7.4,10.0,5426,36.9%
58,John Company,2,1367,7.5,6.0,1065,36.9%
59,Jaipur,2,135,7.5,5.0,37008,36.9%
60,Faiyum,2,2741,7.8,8.0,388,36.9%
61,Cyclades,2,183,7.5,9.0,17824,36.9%
62,Cockroach Poker Royal,2,1162,7.0,7.0,2331,36.9%
63,Battle for Rokugan,2,789,7.5,10.0,2351,36.9%
64,Archipelago,2,390,7.3,9.0,7359,36.9%
65,Sons of Anarchy: Men of Mayhem,1,903,7.3,7.0,2555,20.5%
66,Scrabble,1,1807,6.3,1.0,26658,20.5%
67,Monopoly Deal Card Game,1,2088,6.3,2.0,8703,20.5%
68,Keyflower: The Farmers,1,-1,7.9,10.0,1119,20.5%
69,Jungle Speed,1,1382,6.5,3.0,11283,20.5%
70,Bugs in the Kitchen,1,3329,6.2,1.0,1774,20.5%
71,WWE Superstar Showdown,0,4261,6.6,-1.0,484,0.0%
72,Two Rooms and a Boom,0,901,7.0,7.0,4292,0.0%
73,Star Wars: X-Wing Miniatures Game – VT-49 Decimator Expansion Pack,0,-1,8.0,5.0,514,0.0%
74,Star Wars: X-Wing Miniatures Game – TIE Phantom Expansion Pack,0,-1,8.1,8.0,782,0.0%
75,Star Wars: X-Wing Miniatures Game – TIE Interceptor Expansion Pack,0,-1,8.0,4.0,1483,0.0%
76,Star Wars: X-Wing Miniatures Game – TIE Fighter Expansion Pack,0,-1,7.8,8.0,1468,0.0%
77,Star Wars: X-Wing Miniatures Game – TIE Defender Expansion Pack,0,-1,7.8,4.0,709,0.0%
78,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,0,442,7.8,7.0,2809,0.0%
79,Star Wars: X-Wing Miniatures Game – StarViper Expansion Pack,0,-1,7.6,2.0,405,0.0%
80,Star Wars: X-Wing Miniatures Game – Slave I Expansion Pack,0,-1,8.0,5.0,1661,0.0%
81,Star Wars: X-Wing Miniatures Game – Lambda-class Shuttle Expansion Pack,0,-1,7.7,3.0,950,0.0%
82,Star Wars: X-Wing Miniatures Game – Imperial Raider Expansion Pack,0,-1,7.9,6.0,268,0.0%
83,Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack,0,-1,8.0,5.0,1002,0.0%
84,Star Wars: X-Wing Miniatures Game – IG-2000 Expansion Pack,0,-1,7.9,4.0,344,0.0%
85,Spirit Island: Promo Pack 2,0,-1,9.1,10.0,243,0.0%
86,Spirit Island: Jagged Earth,0,-1,9.4,10.0,983,0.0%
87,Spirit Island: Branch & Claw,0,-1,8.8,9.0,2714,0.0%
88,Sid Meier's Civilization: The Card Game,0,9478,6.0,-1.0,249,0.0%
89,Root: The Underworld Expansion,0,-1,8.8,8.0,1289,0.0%
90,Root: The Clockwork Expansion,0,-1,8.2,6.0,553,0.0%
91,Pointless: The Travel Game,0,16921,5.4,-1.0,30,0.0%
92,Pax Renaissance,0,517,8.0,8.0,1892,0.0%
93,Pax Pamir: Second Edition,0,77,8.4,8.0,4264,0.0%
94,Nations: Dynasties,0,-1,8.3,10.0,880,0.0%
95,Mascarade,0,1151,6.6,4.0,9204,0.0%
96,Magic: The Gathering – Planechase: Night of the Ninja,0,-1,9.0,9.0,9,0.0%
97,Magic: The Gathering – Planechase: Chaos Reigns,0,-1,9.1,9.0,11,0.0%
98,Magic: The Gathering – Duel Decks: Speed vs. Cunning,0,12778,6.8,3.0,39,0.0%
99,Magic: The Gathering – Duel Decks: Phyrexia vs. The Coalition,0,-1,7.4,7.0,25,0.0%
100,Magic: The Gathering – Duel Decks: Izzet vs. Golgari,0,-1,7.5,8.0,23,0.0%
101,Magic: The Gathering – Duel Decks: Ajani vs. Nicol Bolas,0,-1,7.6,6.0,25,0.0%
102,Mage Knight Board Game: The Lost Legion Expansion,0,-1,8.8,10.0,3503,0.0%
103,Kemet: Ta-Seti,0,-1,8.0,9.0,1191,0.0%
104,Kemet: Skills and Black Power Tile For Ta-Seti,0,-1,7.6,5.0,129,0.0%
105,Kemet: New Power Tiles,0,-1,7.6,5.0,147,0.0%
106,Home You Go,0,-1,4.3,4.0,22,0.0%
107,Here I Stand,0,277,7.9,-1.0,3561,0.0%
108,Gloomhaven: Solo Scenarios,0,-1,8.6,7.0,673,0.0%
109,Gloomhaven: Forgotten Circles,0,-1,8.0,-1.0,1172,0.0%
110,A Game of Thrones: Hand of the King,0,1458,6.7,3.0,3371,0.0%
111,Friday,0,413,7.1,7.0,16438,0.0%
112,Formula-1,0,3960,6.6,7.0,583,0.0%
113,Falling Sky: The Gallic Revolt Against Caesar,0,861,7.9,10.0,1388,0.0%
114,Diplomacy,0,605,7.0,-1.0,12083,0.0%
115,Deception: Murder in Hong Kong,0,191,7.5,8.0,15932,0.0%
116,C3K: Creatures Crossover Cyclades/Kemet,0,-1,7.6,7.0,571,0.0%
117,"All Bridges Burning: Red Revolt and White Guard in Finland, 1917-1918",0,4958,7.9,5.0,137,0.0%
