,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,7 Wonders,73,60,7.8,7.5,84104,99.9%
1,Sushi Go!,71,444,7.1,9.0,34649,99.9%
2,Guillotine,53,1182,6.5,9.0,19362,99.9%
3,Bohnanza,38,450,7.0,8.0,38186,99.9%
4,Unpublished Prototype,34,2844,6.9,-1.0,802,99.9%
5,Terra,31,1659,6.8,9.0,1919,99.9%
6,Carcassonne,30,181,7.4,7.5,101546,99.9%
7,Bananagrams,30,1762,6.4,7.5,8614,99.9%
8,Hearts of AttrAction,29,6462,6.4,7.5,245,99.8%
9,Gobbit,24,4506,6.5,8.0,526,99.6%
10,Ticket to Ride: Rails & Sails,23,750,7.4,8.5,2947,99.4%
11,Hanabi,22,391,7.1,7.5,38808,99.3%
12,Trains: Rising Sun,21,955,7.5,9.0,1719,99.2%
13,Flash Point: Fire Rescue,19,344,7.2,9.0,20894,98.7%
14,Suburbia,17,146,7.5,9.0,21531,98.0%
15,Castles of Mad King Ludwig,16,133,7.6,9.0,22082,97.4%
16,Subdivision,15,2732,6.5,8.5,1283,96.8%
17,Wingspan,14,20,8.1,10.0,42672,96.0%
18,Welcome To...,14,126,7.6,-1.0,17195,96.0%
19,K2,14,568,7.1,8.5,9050,96.0%
20,Explorers of the North Sea,13,1004,7.3,8.0,2080,94.9%
21,Ticket to Ride,12,174,7.4,8.0,71408,93.6%
22,Flee The Scene,12,7986,6.7,7.0,109,93.6%
23,Patchwork,11,88,7.7,8.0,46298,92.0%
24,Ticket to Ride Map Collection: Volume 7 – Japan & Italy,9,-1,8.0,8.0,874,87.4%
25,Love Letter: Batman,9,565,7.3,8.0,5028,87.4%
26,Bausack,9,1142,6.8,7.5,3860,87.4%
27,Takenoko,8,280,7.3,8.0,35084,84.1%
28,Suburbia: Collector's Edition,8,-1,8.2,9.5,1940,84.1%
29,Steam Park,8,915,6.9,8.0,5492,84.1%
30,Small World,7,255,7.3,9.0,61593,80.0%
31,FLY,7,18830,5.4,6.0,287,80.0%
32,Skull,6,381,7.2,7.0,14130,74.8%
33,Robinson Crusoe: Adventures on the Cursed Island,6,54,7.8,8.5,34031,74.8%
34,Paris Connection,6,1518,6.7,7.0,2448,74.8%
35,Ticket to Ride: Nordic Countries,5,154,7.6,8.5,11593,68.3%
36,Gemblo,5,1999,6.8,7.5,1407,68.3%
37,Trans Europa,4,1528,6.6,7.0,3228,60.1%
38,Harry Potter: Hogwarts Battle,4,288,7.5,8.0,11884,60.1%
39,Trains,3,503,7.2,8.5,7653,49.8%
40,Flamme Rouge,3,198,7.6,7.5,12056,49.8%
41,Puerto Diablo,2,13674,6.2,-1.0,43,36.9%
42,Manifest,2,9392,6.5,8.5,102,36.9%
43,iKNOW: Innovations,2,-1,6.5,7.0,29,36.9%
44,Eclipse,2,51,7.9,8.5,26127,36.9%
45,Cities: Skylines – The Board Game,2,2639,6.8,8.5,887,36.9%
46,Ticket to Ride Map Collection: Volume 4 – Nederland,1,-1,7.4,7.5,2311,20.5%
47,TAJ,1,8572,6.1,8.0,239,20.5%
48,Suburbia 5★,1,-1,7.0,8.0,624,20.5%
49,Star Wars: X-Wing Miniatures Game,1,108,7.7,8.5,23036,20.5%
50,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,1,1700,8.3,-1.0,725,20.5%
51,Shipwrights of the North Sea,1,2835,6.4,7.5,1396,20.5%
52,Railroads,1,-1,5.6,7.0,20,20.5%
53,Pandemic Legacy: Season 1,1,2,8.6,-1.0,41490,20.5%
54,Noueni,1,13124,6.4,6.0,41,20.5%
55,Game of Thrones: Westeros Intrigue,1,20024,5.3,-1.0,1132,20.5%
56,Flip City,1,2164,6.3,6.5,3630,20.5%
57,Dead of Winter: A Crossroads Game,1,121,7.6,8.0,39207,20.5%
58,Carcassonne: Expansion 3 – The Princess & The Dragon,1,-1,6.8,7.5,8808,20.5%
59,BUS,1,4813,6.3,-1.0,541,20.5%
60,Bohnanza: Ladies & Gangsters,1,-1,7.0,7.0,171,20.5%
61,Arena: Gladiator League,1,19161,4.7,-1.0,36,20.5%
62,Arcadia,1,9932,5.8,-1.0,271,20.5%
63,Agricola: All Creatures Big and Small,1,279,7.4,8.0,12301,20.5%
64,Star Wars: X-Wing Miniatures Game – TIE Advanced Expansion Pack,0,-1,7.8,-1.0,1965,0.0%
65,Wingspan: European Expansion,0,-1,8.4,-1.0,5981,0.0%
66,Viticulture: Visit from the Rhine Valley,0,-1,8.3,-1.0,1110,0.0%
67,Viticulture Essential Edition,0,23,8.1,8.5,29285,0.0%
68,Village in a Box,0,12710,6.1,7.0,111,0.0%
69,Trains: Map Pack 1 – Germany/Northeastern USA,0,-1,7.4,-1.0,264,0.0%
70,Trade Fleet,0,-1,6.6,7.0,21,0.0%
71,TKO,0,19913,4.9,6.0,223,0.0%
72,Ticket to Ride: New York,0,861,7.0,8.5,4487,0.0%
73,Ticket to Ride: Alvin & Dexter,0,-1,6.5,7.0,1634,0.0%
74,Takenoko: Chibis,0,-1,7.6,-1.0,3325,0.0%
75,Suburbia Inc,0,-1,8.0,-1.0,2725,0.0%
76,Steam Park: Play Dirty,0,-1,7.1,-1.0,104,0.0%
77,Star Wars: X-Wing Miniatures Game – X-Wing Expansion Pack,0,-1,7.9,-1.0,1605,0.0%
78,Star Wars: X-Wing Miniatures Game – TIE Interceptor Expansion Pack,0,-1,8.0,-1.0,1483,0.0%
79,Star Wars: X-Wing Miniatures Game – Millennium Falcon Expansion Pack,0,-1,8.1,-1.0,2060,0.0%
80,Star Wars: X-Wing Miniatures Game – B-Wing Expansion Pack,0,-1,7.9,-1.0,1245,0.0%
81,A Song of Ice & Fire: Tabletop Miniatures Game – Stark Heroes I,0,-1,8.7,-1.0,31,0.0%
82,A Song of Ice & Fire: Tabletop Miniatures Game – Stark Bowmen,0,-1,8.7,-1.0,32,0.0%
83,A Song of Ice & Fire: Tabletop Miniatures Game – Neutral Heroes I,0,-1,8.8,-1.0,32,0.0%
84,A Song of Ice & Fire: Tabletop Miniatures Game – Lannister Heroes I,0,-1,8.7,-1.0,32,0.0%
85,A Song of Ice & Fire: Tabletop Miniatures Game – Lannister Crossbowmen,0,-1,8.7,-1.0,33,0.0%
86,A Song of Ice & Fire: Tabletop Miniatures Game – Knights of Casterly Rock,0,-1,8.8,-1.0,40,0.0%
87,A Song of Ice & Fire: Tabletop Miniatures Game – Bolton Flayed Men,0,-1,9.0,-1.0,36,0.0%
88,A Song of Ice & Fire: Tabletop Miniatures Game – Bolton Bastard's Girls,0,-1,8.4,-1.0,32,0.0%
89,Small World: Grand Dames of Small World,0,-1,7.4,-1.0,5551,0.0%
90,SHH,0,4339,6.4,-1.0,518,0.0%
91,Pandemic,0,99,7.6,7.0,101865,0.0%
92,Overlords: The Card Game,0,15120,6.2,-1.0,36,0.0%
93,LIE,0,6666,6.2,-1.0,327,0.0%
94,K2: Broad Peak,0,-1,7.6,-1.0,807,0.0%
95,iKNOW,0,3837,6.4,-1.0,914,0.0%
96,HUE,0,4299,6.4,-1.0,538,0.0%
97,GEM,0,5394,6.3,-1.0,367,0.0%
98,Flash Point: Fire Rescue – Victim with Oxygen Tank,0,-1,7.8,-1.0,72,0.0%
99,Flash Point: Fire Rescue – Veteran and Rescue Dog,0,-1,7.6,-1.0,827,0.0%
100,Flash Point: Fire Rescue – Urban Structures,0,-1,7.6,-1.0,1317,0.0%
101,Flash Point: Fire Rescue – Tragic Events,0,-1,8.1,-1.0,377,0.0%
102,Flash Point: Fire Rescue – Lightly Wounded Victims,0,-1,7.7,-1.0,69,0.0%
103,Flash Point: Fire Rescue – Honor & Duty,0,-1,7.6,-1.0,560,0.0%
104,Flash Point: Fire Rescue – Heavy Victim,0,-1,7.8,-1.0,70,0.0%
105,Flash Point: Fire Rescue – Hazmat POI,0,-1,7.9,-1.0,72,0.0%
106,Flash Point: Fire Rescue – Fire Prevention Specialist,0,-1,7.5,-1.0,67,0.0%
107,Flash Point: Fire Rescue – Extreme Danger,0,-1,7.7,-1.0,1154,0.0%
108,Flash Point: Fire Rescue – Explosive Objects,0,-1,7.8,-1.0,64,0.0%
109,Flash Point: Fire Rescue – Dangerous Waters,0,-1,7.6,-1.0,770,0.0%
110,Flash Point: Fire Rescue – Critically Wounded Victims,0,-1,7.7,-1.0,90,0.0%
111,Flash Point: Fire Rescue – 2nd Story,0,-1,7.6,-1.0,1338,0.0%
112,Flamme Rouge: Meteo,0,-1,7.5,-1.0,689,0.0%
113,Explorers of the North Sea: Rocks of Ruin,0,-1,7.9,-1.0,418,0.0%
114,Doctor Who Fluxx,0,3996,6.8,-1.0,434,0.0%
115,Deck Hockey,0,-1,6.7,-1.0,4,0.0%
116,Continental Express,0,6342,6.0,7.0,557,0.0%
117,Citadels,0,403,7.1,7.0,48290,0.0%
118,Castles of Mad King Ludwig: Secrets,0,-1,7.3,-1.0,1759,0.0%
119,Carcassonne: The Gold Mines,0,-1,6.9,7.0,1114,0.0%
120,Carcassonne: The Ferries,0,-1,6.8,-1.0,1099,0.0%
121,Carcassonne: The Robbers,0,-1,6.2,8.0,809,0.0%
122,Carcassonne: Mage & Witch,0,-1,6.7,-1.0,946,0.0%
123,Carcassonne: Expansion 5 – Abbey & Mayor,0,-1,7.1,-1.0,4613,0.0%
124,Carcassonne: Expansion 2 – Traders & Builders,0,-1,7.6,-1.0,15539,0.0%
125,Capek,0,-1,6.0,6.5,22,0.0%
126,Aikamatka: Suomi,0,10007,6.7,-1.0,65,0.0%
