,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Railways of the World,2,128,7.7,8.0,11028,36.9%
1,Puerto Rico,1,28,8.0,8.0,63032,20.5%
2,Pitch Six,1,16561,5.5,6.0,92,20.5%
3,Pit,1,1665,6.4,5.5,8269,20.5%
4,Letters from Whitechapel,1,264,7.4,7.5,13687,20.5%
5,Dungeons & Dragons: Castle Ravenloft Board Game,1,766,7.0,8.0,8427,20.5%
6,The Bottle Imp,1,1350,6.7,7.5,3265,20.5%
7,Yahtzee,0,20114,5.4,4.5,11803,0.0%
8,X vs Y,0,-1,5.6,5.5,4,0.0%
9,Wizard,0,759,6.9,-1.0,8341,0.0%
10,"Win, Place & Show",0,2987,6.7,-1.0,822,0.0%
11,Wasteland Express Delivery Service,0,741,7.4,-1.0,2696,0.0%
12,Village,0,156,7.5,-1.0,20214,0.0%
13,UNO,0,20170,5.4,4.5,21129,0.0%
14,Turn the Tide,0,1189,6.8,-1.0,3995,0.0%
15,Tiny Epic Western,0,1455,6.7,-1.0,3624,0.0%
16,Tide of Iron,0,822,7.2,-1.0,3737,0.0%
17,Tichu,0,170,7.6,-1.0,13267,0.0%
18,Take the Train,0,19108,5.2,5.0,168,0.0%
19,Stratego,0,2593,6.1,7.0,13793,0.0%
20,StarCraft: The Board Game,0,448,7.3,8.0,7042,0.0%
21,Star Wars: Epic Duels,0,1144,7.0,7.5,3097,0.0%
22,Star Trek: Expeditions,0,2672,6.5,-1.0,1479,0.0%
23,Spades,0,1704,6.8,7.0,2091,0.0%
24,Space Hulk: Death Angel – The Card Game,0,614,7.0,6.5,12204,0.0%
25,Slide 5,0,2851,6.5,-1.0,1046,0.0%
26,Sherco's Grand Slam Baseball Game,0,10055,7.3,-1.0,55,0.0%
27,SET,0,1438,6.5,-1.0,10813,0.0%
28,Secret Hitler,0,185,7.6,-1.0,18104,0.0%
29,Rummy,0,6791,5.8,6.0,1448,0.0%
30,Root: The Riverfolk Expansion,0,-1,8.5,-1.0,3620,0.0%
31,Root,0,28,8.1,-1.0,24064,0.0%
32,Rook,0,2331,6.4,7.0,2537,0.0%
33,Risk,0,19446,5.6,6.5,30178,0.0%
34,The Resistance,0,267,7.3,8.0,35861,0.0%
35,Red November,0,1860,6.3,7.0,7710,0.0%
36,Q.E.,0,3638,7.4,-1.0,285,0.0%
37,Puerto Rico: Expansion I – New Buildings,0,-1,7.6,8.0,2677,0.0%
38,Postcard Empire,0,-1,6.4,-1.0,12,0.0%
39,Postcard Cthulhu,0,16173,5.8,-1.0,39,0.0%
40,Pirate King,0,17206,5.6,-1.0,259,0.0%
41,Phase 10,0,20237,5.1,4.5,7676,0.0%
42,Pax Pamir: Second Edition,0,77,8.4,-1.0,4264,0.0%
43,Parthenon: Rise of the Aegean,0,3770,6.3,-1.0,863,0.0%
44,Pachisi,0,20267,4.5,-1.0,4463,0.0%
45,Over and Out,0,-1,4.9,-1.0,19,0.0%
46,Outfoxed!,0,1053,7.2,-1.0,2363,0.0%
47,Operation: Maccabee,0,13767,7.0,-1.0,54,0.0%
48,On Tour,0,1068,7.1,-1.0,2651,0.0%
49,No Thanks!,0,449,7.1,-1.0,20289,0.0%
50,Nanuk,0,4578,6.2,-1.0,668,0.0%
51,Mr. Jack,0,530,7.0,-1.0,15314,0.0%
52,Monopoly: The Card Game,0,17681,5.5,-1.0,610,0.0%
53,Monopoly Deal Card Game,0,2088,6.3,-1.0,8703,0.0%
54,Monopoly,0,20278,4.4,6.0,28927,0.0%
55,Money!,0,1868,6.5,-1.0,2716,0.0%
56,Modern Art,0,221,7.4,-1.0,16670,0.0%
57,Mille Bornes,0,7284,5.7,-1.0,7311,0.0%
58,Middle Kingdom,0,7476,6.0,-1.0,384,0.0%
59,Memoir '44,0,138,7.6,-1.0,25667,0.0%
60,Maccabees,0,16289,7.0,-1.0,31,0.0%
61,The Lord of the Rings,0,876,6.8,-1.0,14258,0.0%
62,Loot,0,1982,6.3,-1.0,5922,0.0%
63,Ligretto,0,2853,6.2,-1.0,3490,0.0%
64,Leonardo da Vinci,0,1330,6.8,-1.0,3367,0.0%
65,King of Tokyo: Power Up!,0,-1,7.6,-1.0,10407,0.0%
66,King of Tokyo,0,313,7.2,-1.0,57483,0.0%
67,KeyForge: Call of the Archons,0,423,7.3,9.0,9308,0.0%
68,Jenga,0,10810,5.6,5.5,11678,0.0%
69,"Hey, That's My Fish!",0,855,6.7,-1.0,19341,0.0%
70,Gloomhaven: Solo Scenarios,0,-1,8.6,-1.0,673,0.0%
71,Gloomhaven,0,1,8.8,9.0,41815,0.0%
72,Founding Fathers,0,1436,7.0,-1.0,1818,0.0%
73,Forbidden Island,0,721,6.8,-1.0,41883,0.0%
74,Food Chain Magnate,0,30,8.1,-1.0,13806,0.0%
75,Five Crowns,0,4084,6.0,-1.0,2315,0.0%
76,Farkle,0,17641,5.6,5.0,2217,0.0%
77,Endeavor: Age of Sail,0,113,8.0,-1.0,6220,0.0%
78,Dungeon Lords,0,257,7.4,9.0,12855,0.0%
79,Double or Nothing,0,11062,5.7,5.25,494,0.0%
80,Dixit,0,278,7.3,7.0,50499,0.0%
81,Crokinole,0,66,7.9,-1.0,12136,0.0%
82,The Crew: The Quest for Planet Nine,0,41,8.0,-1.0,14567,0.0%
83,Codenames,0,93,7.6,-1.0,67424,0.0%
84,Clue: The Card Game,0,7893,5.8,-1.0,636,0.0%
85,Clue FX,0,5247,6.2,6.0,632,0.0%
86,Clue,0,8703,5.7,6.0,17489,0.0%
87,Chrononauts,0,2483,6.2,6.5,5287,0.0%
88,Chess,0,439,7.1,8.0,28655,0.0%
89,Caverna: The Cave Farmers,0,30,8.0,-1.0,28040,0.0%
90,Canasta Caliente,0,4108,6.3,7.0,785,0.0%
91,California,0,3375,6.2,-1.0,1373,0.0%
92,Betrayal at House on the Hill,0,519,7.1,-1.0,36940,0.0%
93,Battlestar Galactica: The Board Game – Exodus Expansion,0,-1,8.1,-1.0,3510,0.0%
94,Battlestar Galactica: The Board Game,0,81,7.7,9.0,32861,0.0%
95,Backgammon,0,1277,6.5,6.5,11651,0.0%
96,Apples to Apples,0,4760,5.8,6.0,17556,0.0%
97,Age of Industry,0,701,7.4,-1.0,2855,0.0%
98,7 Wonders: Manneken Pis,0,-1,6.8,-1.0,2051,0.0%
99,1846: The Race for the Midwest,0,462,7.9,-1.0,2143,0.0%
