,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Battle Line,28,224,7.4,9.0,15624,99.8%
1,Linko!,27,895,7.0,9.0,4099,99.8%
2,Tigris & Euphrates,22,92,7.7,10.0,25297,99.3%
3,Hanabi,17,391,7.1,10.0,38808,98.0%
4,Royal Visit,15,3216,6.3,8.0,1190,96.8%
5,Sleeping Queens,13,2115,6.5,6.0,3160,94.9%
6,For Sale,9,301,7.2,8.0,23815,87.4%
7,Pandemic Legacy: Season 1,7,2,8.6,8.0,41490,80.0%
8,6 nimmt!,7,597,6.9,8.0,20527,80.0%
9,Love Letter,6,282,7.2,9.0,55827,74.8%
10,Lost Legacy: The Starship,6,1752,6.6,9.0,2522,74.8%
11,Spooky Stairs,5,2709,6.4,8.0,1558,68.3%
12,Red7,5,657,6.9,8.0,12645,68.3%
13,Codenames,5,93,7.6,8.0,67424,68.3%
14,Acquire,5,276,7.3,9.0,18189,68.3%
15,Timeline: Inventions,4,1059,6.7,7.0,7245,60.1%
16,The Resistance: Avalon,4,131,7.6,7.0,27053,60.1%
17,Port Royal,4,456,7.1,6.0,12914,60.1%
18,Parade,4,800,7.0,8.0,5914,60.1%
19,Pandemic,4,99,7.6,7.0,101865,60.1%
20,A Fake Artist Goes to New York,4,656,7.2,7.0,4768,60.1%
21,Coloretto,4,542,7.0,8.0,17960,60.1%
22,Carcassonne: The Castle,4,593,7.1,9.0,7556,60.1%
23,Sushi Go!,3,444,7.1,7.0,34649,49.8%
24,Stick 'Em,3,1012,7.0,9.0,2921,49.8%
25,Innovation,3,334,7.2,9.0,14811,49.8%
26,Glory to Rome,3,200,7.5,8.0,12957,49.8%
27,Zero Down,2,3682,6.4,8.0,726,36.9%
28,Vikings,2,432,7.3,8.0,7930,36.9%
29,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,2,96,7.7,9.0,17180,36.9%
30,Samurai,2,209,7.5,9.0,14736,36.9%
31,Potato Man,2,2786,6.7,5.0,846,36.9%
32,Ponzi Scheme,2,1019,7.2,7.0,2308,36.9%
33,Pairs,2,2578,6.4,8.0,2064,36.9%
