,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Descent: Journeys in the Dark,25,376,7.3,9.0,11316,99.6%
1,Le Havre,15,47,7.9,10.0,26395,96.8%
2,Earth Reborn,14,477,7.7,10.0,3233,96.0%
3,Runewars,10,230,7.6,9.0,7753,90.0%
4,Rhino Hero,10,722,6.9,7.0,8330,90.0%
5,Steam,9,186,7.6,9.0,9546,87.4%
6,Descent: The Road to Legend,9,-1,8.0,9.0,2214,87.4%
7,La Città,9,768,7.0,9.0,5083,87.4%
8,Sid Meier's Civilization: The Board Game,8,259,7.4,9.0,14412,84.1%
9,Caylus,8,75,7.8,9.0,26766,84.1%
10,A Game of Thrones: The Board Game (Second Edition),7,132,7.6,7.0,28575,80.0%
11,Boss Monster: The Dungeon Building Card Game,6,1988,6.3,7.0,13824,74.8%
12,Vinhos,5,421,7.5,9.0,4445,68.3%
13,Dominant Species,5,64,7.8,9.0,17989,68.3%
14,Gears of War: The Board Game,4,480,7.5,-1.0,4693,60.1%
15,Talisman (Revised 4th Edition),3,1476,6.5,7.0,13215,49.8%
16,Steam: Map Expansion #2,3,-1,7.9,-1.0,154,49.8%
17,Small World,3,255,7.3,6.0,61593,49.8%
18,Journey: Wrath of Demons,3,5408,7.0,-1.0,234,49.8%
19,Citadels,3,403,7.1,7.0,48290,49.8%
20,Xia: Legends of a Drift System,2,145,7.9,-1.0,7323,36.9%
21,Twilight Imperium: Third Edition,2,80,7.8,9.0,18296,36.9%
22,StarCraft: The Board Game,2,448,7.3,-1.0,7042,36.9%
23,Russian Railroads,2,90,7.8,-1.0,14806,36.9%
24,Puerto Rico,2,28,8.0,-1.0,63032,36.9%
25,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2,617,7.5,7.0,2977,36.9%
26,Virgin Queen,1,662,8.1,-1.0,1555,20.5%
27,Level 7 [Omega Protocol],1,902,7.5,-1.0,1965,20.5%
28,Carcassonne,1,181,7.4,6.0,101546,20.5%
29,Bremerhaven,1,3949,6.6,-1.0,545,20.5%
30,Android,1,1302,6.7,-1.0,3723,20.5%
31,Xia: Legends of a Drift System – Sellsword,0,-1,7.8,-1.0,473,0.0%
32,Twilight Imperium: Third Edition – Shattered Empire,0,-1,8.6,-1.0,4588,0.0%
33,Talisman (Revised 4th Edition): The Reaper Expansion,0,-1,7.4,-1.0,2439,0.0%
34,StarCraft: The Board Game – Brood War Expansion,0,-1,8.2,-1.0,1559,0.0%
35,Space Hulk (Third Edition),0,315,7.5,-1.0,6698,0.0%
36,Sid Meier's Civilization: The Board Game – Wisdom and Warfare,0,-1,8.3,9.0,1411,0.0%
37,Sid Meier's Civilization: The Board Game – Fame and Fortune,0,-1,8.0,8.0,2260,0.0%
38,Runewars: Banners of War,0,-1,8.2,9.0,1126,0.0%
39,Red Storm Rising,0,7039,6.3,-1.0,327,0.0%
40,Puerto Rico: Expansion I – New Buildings,0,-1,7.6,-1.0,2677,0.0%
41,Descent: The Well of Darkness,0,-1,7.7,-1.0,2100,0.0%
42,Descent: The Tomb of Ice,0,-1,7.9,-1.0,1194,0.0%
43,Descent: The Altar of Despair,0,-1,7.7,-1.0,1671,0.0%
44,Conflict of Heroes: Marsh Map Missions,0,-1,7.5,-1.0,253,0.0%
45,Citadels: The Dark City,0,-1,7.0,-1.0,6393,0.0%
46,Boss Monster: Tools of Hero-Kind,0,-1,6.8,-1.0,2082,0.0%
