,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Dominion,57,98,7.6,8.0,77920,99.9%
1,Gaia Project,28,8,8.5,10.0,16244,99.8%
2,Twilight Struggle,22,10,8.3,9.7,40694,99.3%
3,Wizard,21,759,6.9,7.0,8341,99.2%
4,Terraforming Mars,17,4,8.4,9.0,64485,98.0%
5,Dominion: Seaside,17,-1,8.0,8.0,14447,98.0%
6,Battle Line,17,224,7.4,7.4,15624,98.0%
7,Dune,16,307,7.6,8.0,5488,97.4%
8,Lost Cities,15,322,7.2,8.0,37164,96.8%
9,Race for the Galaxy,13,59,7.8,8.8,46293,94.9%
10,Codenames,13,93,7.6,7.5,67424,94.9%
11,Terra Mystica,12,16,8.1,10.0,39166,93.6%
12,Scythe,12,14,8.2,9.0,57625,93.6%
13,Neuroshima Hex! 3.0,12,281,7.4,8.0,13269,93.6%
14,The Voyages of Marco Polo,11,55,7.9,9.0,20157,92.0%
15,Suburbia,11,146,7.5,8.0,21531,92.0%
16,Tsuro,10,933,6.7,7.0,23277,90.0%
17,Smash Up,10,865,6.8,8.0,23563,90.0%
18,One Night Ultimate Werewolf,10,413,7.1,7.0,21419,90.0%
19,Tichu,9,170,7.6,8.0,13267,87.4%
20,Pairs,9,2578,6.4,5.5,2064,87.4%
21,The Downfall of Pompeii,9,541,7.1,7.0,7368,87.4%
22,Castles of Mad King Ludwig,9,133,7.6,8.5,22082,87.4%
23,Risk Legacy,8,348,7.4,7.0,7538,84.1%
24,Great Western Trail,8,11,8.3,9.0,29290,84.1%
25,Crokinole,8,66,7.9,8.0,12136,84.1%
26,Caesar & Cleopatra,8,1889,6.4,6.0,4308,84.1%
27,Andromeda,8,2992,6.4,6.5,1284,84.1%
28,Age of Industry,8,701,7.4,9.0,2855,84.1%
29,Zombie Dice,7,2090,6.2,6.5,16146,80.0%
30,Tigris & Euphrates,7,92,7.7,8.5,25297,80.0%
31,Taluva,7,507,7.2,8.5,7779,80.0%
32,Power Grid,7,39,7.9,9.0,56129,80.0%
33,Keyflower,7,72,7.8,8.0,18952,80.0%
34,Jaipur,7,135,7.5,8.4,37008,80.0%
35,Hansa Teutonica,7,139,7.6,7.5,11425,80.0%
36,Concordia,7,18,8.1,8.3,27940,80.0%
37,Trajan,6,95,7.8,9.0,14678,74.8%
38,Ticket to Ride: Switzerland,6,-1,7.5,7.0,4602,74.8%
39,Ticket to Ride,6,174,7.4,6.0,71408,74.8%
40,Takenoko,6,280,7.3,8.0,35084,74.8%
41,Pictomania,6,720,7.3,7.0,3230,74.8%
42,Hamsterrolle,6,1564,6.8,8.0,2047,74.8%
43,Giro Galoppo,6,3630,6.7,7.0,570,74.8%
44,Dominion: Intrigue,6,84,7.7,8.0,30066,74.8%
45,AquaSphere,6,470,7.3,8.5,6463,74.8%
46,7 Wonders,6,60,7.8,7.5,84104,74.8%
47,Werewords,5,785,7.2,7.0,3484,68.3%
48,Volle Hütte,5,8904,6.2,6.0,166,68.3%
49,Timbuktu,5,1961,6.7,8.0,1739,68.3%
50,Small World,5,255,7.3,7.8,61593,68.3%
51,Skull,5,381,7.2,7.4,14130,68.3%
52,Lords of Waterdeep,5,71,7.8,8.0,45819,68.3%
53,Hammer of the Scots,5,447,7.6,8.5,3847,68.3%
54,Eclipse,5,51,7.9,8.0,26127,68.3%
55,Dominant Species,5,64,7.8,8.9,17989,68.3%
56,Clans of Caledonia,5,44,8.0,7.7,14756,68.3%
57,Blood Rage,5,34,8.0,8.0,33822,68.3%
58,Wasabi!,4,1532,6.5,6.0,4734,60.1%
59,Village,4,156,7.5,8.0,20214,60.1%
60,StreetSoccer,4,2380,6.5,6.0,1593,60.1%
61,Shogun,4,192,7.5,8.0,12819,60.1%
62,Scrabble,4,1807,6.3,6.0,26658,60.1%
63,The Rose King,4,1282,6.8,6.0,3149,60.1%
64,Quarto,4,956,6.9,7.0,5849,60.1%
65,Lifeboats,4,1609,6.6,7.0,3425,60.1%
