,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Stone Age,0,111,7.6,-1.0,44874,0.0%
1,Santiago,0,700,7.1,-1.0,4817,0.0%
2,Runebound: Second Edition,0,888,6.9,-1.0,7749,0.0%
3,Puerto Rico (with two expansions),0,-1,8.5,-1.0,4448,0.0%
4,Power Grid: Factory Manager,0,920,6.9,-1.0,5793,0.0%
5,Navigator,0,-1,3.3,-1.0,2,0.0%
6,"Kill Doctor Lucky... and His Little Dog, Too!",0,-1,6.4,-1.0,441,0.0%
7,Goldbräu,0,2909,6.4,-1.0,1265,0.0%
8,Fresco,0,331,7.3,-1.0,11812,0.0%
9,Descent: Journeys in the Dark,0,376,7.3,-1.0,11316,0.0%
10,Cloud 9,0,2160,6.5,-1.0,2210,0.0%
11,Catan,0,395,7.2,-1.0,101212,0.0%
12,Betrayal at House on the Hill,0,519,7.1,-1.0,36940,0.0%
13,Battlestar Galactica: The Board Game,0,81,7.7,-1.0,32861,0.0%
14,Age of Industry,0,701,7.4,-1.0,2855,0.0%
15,7 Wonders: Leaders,0,-1,7.8,-1.0,13462,0.0%
16,7 Wonders,0,60,7.8,-1.0,84104,0.0%
