,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Can't Stop,771,739,6.8,7.0,13213,100.0%
1,Carcassonne,238,181,7.4,8.0,101546,100.0%
2,Pickomino,225,1252,6.6,7.0,8983,100.0%
3,Keltis: Das Würfelspiel,224,4154,6.5,7.0,523,100.0%
4,Friday,212,413,7.1,8.0,16438,100.0%
5,Saint Petersburg,210,303,7.3,10.0,14518,100.0%
6,Port Royal,209,456,7.1,8.0,12914,100.0%
7,Airships,145,2230,6.4,8.0,2636,99.9%
8,Codenames,85,93,7.6,8.0,67424,99.9%
9,Arena: Roma II,79,1462,6.9,9.0,2014,99.9%
10,Risk Express,68,3743,6.3,6.0,987,99.9%
11,Razzia!,65,1662,6.8,9.0,1827,99.9%
12,Oregon,64,1309,6.8,8.0,3218,99.9%
13,The Grizzled,64,402,7.2,8.0,12202,99.9%
14,Portal of Heroes,63,2191,6.8,7.0,1243,99.9%
15,Alhambra,61,468,7.0,9.0,28607,99.9%
16,Alea Iacta Est,60,1625,6.6,7.0,2674,99.9%
17,Igel Ärgern + Tante Tarantel,58,-1,6.8,7.0,108,99.9%
18,Chess,58,439,7.1,7.0,28655,99.9%
19,Catan Dice Game,56,6377,5.7,6.0,5143,99.9%
20,Troyes,50,83,7.8,9.0,18847,99.9%
21,Steam Donkey,48,5230,6.6,8.0,293,99.9%
22,Small World,46,255,7.3,7.0,61593,99.9%
23,Stone Age,45,111,7.6,9.0,44874,99.9%
24,Fuji Flush,44,1887,6.6,7.0,2348,99.9%
25,London,43,389,7.4,9.0,6275,99.9%
26,Mahé,42,4283,6.3,7.0,666,99.9%
27,Glen More,39,346,7.3,8.0,8672,99.9%
28,7 Wonders Duel,39,17,8.1,8.0,59932,99.9%
29,R-Eco,38,1876,6.6,8.0,2116,99.9%
30,Mr. Jack Pocket,38,797,6.9,9.0,7558,99.9%
31,Perry Rhodan: The Cosmic League,37,1850,6.8,8.0,1627,99.9%
32,Escape: The Curse of the Temple – Big Box,36,-1,7.6,8.0,1455,99.9%
33,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,35,1799,7.3,8.0,936,99.9%
34,Loopin' Louie,32,922,6.8,7.0,8390,99.9%
35,Carcassonne: The Discovery,32,2219,6.5,9.0,2161,99.9%
36,Brass: Lancashire,32,19,8.2,10.0,19333,99.9%
37,Yspahan,30,576,7.1,8.0,7744,99.9%
38,That's Pretty Clever!,30,130,7.6,8.0,14225,99.9%
39,Lost Cities,30,322,7.2,8.0,37164,99.9%
40,Blue Moon City,30,632,7.0,8.0,7687,99.9%
41,Thurn and Taxis,29,428,7.1,8.0,18091,99.8%
42,Linko!,28,895,7.0,7.0,4099,99.8%
43,Keltis,28,1690,6.4,7.0,5646,99.8%
44,Jump Drive,28,1001,7.0,7.0,3209,99.8%
45,Terra Mystica,27,16,8.1,9.0,39166,99.8%
46,Monster Expedition,27,5047,7.1,7.0,269,99.8%
47,Würfelwurst,26,8340,6.2,6.0,198,99.7%
48,No Thanks!,26,449,7.1,7.0,20289,99.7%
49,Red7,26,657,6.9,8.0,12645,99.7%
50,Rattus,25,1020,6.8,7.0,5669,99.6%
51,Africana,25,2245,6.7,7.0,1269,99.6%
52,The Mind,24,618,6.9,8.0,19186,99.6%
53,Oh My Goods!,24,630,7.0,8.0,9332,99.6%
54,YINSH,23,189,7.7,7.0,7320,99.4%
55,Rise of Augustus,23,983,6.7,6.0,7564,99.4%
