,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Hanabi,6,391,7.1,8.0,38808,74.8%
1,Lords of Waterdeep,5,71,7.8,7.0,45819,68.3%
2,Coup,5,501,7.0,7.5,35884,68.3%
3,Android: Netrunner,5,53,7.9,8.0,26700,68.3%
4,Saint Petersburg,4,303,7.3,7.5,14518,60.1%
5,Samurai Sword,3,1563,6.7,6.0,3274,49.8%
6,Mr. Jack,3,530,7.0,7.0,15314,49.8%
7,GOSU 2: Tactics,3,4123,7.0,7.5,341,49.8%
8,Bohnanza,3,450,7.0,7.0,38186,49.8%
9,Red November,2,1860,6.3,6.0,7710,36.9%
10,Dominant Species,2,64,7.8,9.0,17989,36.9%
11,Colosseum,2,451,7.2,-1.0,8436,36.9%
12,Tzolk'in: The Mayan Calendar,1,40,7.9,9.0,30663,20.5%
13,Tichu,1,170,7.6,-1.0,13267,20.5%
14,Small World,1,255,7.3,7.0,61593,20.5%
15,Race for the Galaxy,1,59,7.8,8.0,46293,20.5%
16,Hive,1,246,7.3,-1.0,29494,20.5%
17,Galaxy Trucker: Anniversary Edition,1,-1,8.2,-1.0,2755,20.5%
18,Cyclades,1,183,7.5,-1.0,17824,20.5%
19,The Castles of Burgundy,1,15,8.1,-1.0,46330,20.5%
20,Uchronia,0,2802,6.5,8.0,1171,0.0%
21,Trains,0,503,7.2,-1.0,7653,0.0%
22,Shadows over Camelot: Merlin's Company,0,-1,7.4,-1.0,2819,0.0%
23,Shadows over Camelot,0,406,7.1,-1.0,25418,0.0%
24,The Resistance: Avalon,0,131,7.6,9.0,27053,0.0%
25,Orléans,0,25,8.1,-1.0,22110,0.0%
26,Mottainai,0,937,7.0,-1.0,3486,0.0%
27,Lords of Waterdeep: Scoundrels of Skullport,0,-1,8.2,-1.0,11442,0.0%
28,The Lord of the Rings,0,876,6.8,6.0,14258,0.0%
29,Kings of Air and Steam,0,1920,6.9,-1.0,1285,0.0%
30,Jungle Speed,0,1382,6.5,-1.0,11283,0.0%
31,GOSU,0,1988,6.5,8.0,2499,0.0%
32,Forbidden Island,0,721,6.8,6.0,41883,0.0%
33,Fairy Tale,0,970,6.7,-1.0,8457,0.0%
34,Euphoria: Build a Better Dystopia,0,405,7.3,-1.0,9334,0.0%
35,Eminent Domain,0,556,7.0,-1.0,9502,0.0%
36,Dungeon Petz,0,208,7.5,-1.0,12668,0.0%
37,DC Comics Deck-Building Game,0,775,7.0,7.0,6301,0.0%
38,Concordia,0,18,8.1,-1.0,27940,0.0%
39,Coloretto,0,542,7.0,-1.0,17960,0.0%
40,Carcassonne Big Box 3,0,-1,7.9,8.0,826,0.0%
