,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Gin Rummy,85,3506,6.3,6.0,1206,99.9%
1,Quiddler,82,3396,6.1,7.0,3109,99.9%
2,Spite & Malice,46,8025,5.9,5.0,519,99.9%
3,Cribbage,32,615,7.1,7.0,8282,99.9%
4,The Mind,31,618,6.9,9.0,19186,99.9%
5,Azul,31,50,7.8,7.0,53207,99.9%
6,Spellcaster,17,4206,6.5,8.0,496,98.0%
7,Caverna: Cave vs Cave,17,607,7.2,7.0,5034,98.0%
8,Sagrada,15,147,7.5,7.0,25897,96.8%
9,Rise of Augustus,15,983,6.7,7.0,7564,96.8%
10,Patchwork,14,88,7.7,7.0,46298,96.0%
11,Lords of Waterdeep,14,71,7.8,8.0,45819,96.0%
12,Bananagrams,14,1762,6.4,8.0,8614,96.0%
13,Splendor,13,167,7.5,7.0,58499,94.9%
14,Raiders of the North Sea,13,91,7.8,10.0,15886,94.9%
15,Carcassonne: Hunters and Gatherers,13,490,7.1,10.0,11093,94.9%
16,6 nimmt!,13,597,6.9,7.0,20527,94.9%
17,Welcome To...,12,126,7.6,8.0,17195,93.6%
18,Pentago,12,2166,6.4,6.0,3095,93.6%
19,Star Realms,11,115,7.6,9.0,35855,92.0%
20,Take it Easy!,10,1695,6.6,7.0,2751,90.0%
21,Rococo,10,227,7.6,10.0,7494,90.0%
22,Mystic Vale,10,387,7.3,8.0,8936,90.0%
23,Macao,10,328,7.4,9.0,6953,90.0%
24,Century: Spice Road,10,250,7.4,7.0,18492,90.0%
25,Bruges,10,260,7.4,9.0,10254,90.0%
26,Alhambra,10,468,7.0,7.0,28607,90.0%
27,Valley of the Kings: Last Rites,9,2224,7.4,9.0,607,87.4%
28,Saint Petersburg,9,303,7.3,8.0,14518,87.4%
29,Orléans,9,25,8.1,10.0,22110,87.4%
30,Kingdomino,9,217,7.4,6.0,32067,87.4%
31,Kashgar: Merchants of the Silk Road,9,1256,7.1,8.0,1832,87.4%
32,Isle of Trains,9,1850,6.8,8.0,1505,87.4%
33,The Fox in the Forest,9,417,7.2,7.0,8798,87.4%
34,Catan Card Game,9,960,6.7,10.0,13003,87.4%
35,Qwixx,8,764,6.9,7.0,9443,84.1%
36,The Quest for El Dorado,8,165,7.6,7.0,11988,84.1%
37,Flowerpower,8,3407,6.6,8.0,698,84.1%
38,Fjords,8,1428,6.7,6.0,2972,84.1%
39,Ascension: Deckbuilding Game,8,598,7.0,8.0,11777,84.1%
40,Rack-O,7,6313,5.8,6.0,2600,80.0%
41,Guildhall,7,1006,6.9,8.0,3911,80.0%
42,Goa,7,180,7.6,8.0,10921,80.0%
43,Sanssouci,6,1551,7.1,7.0,1388,74.8%
44,Carcassonne,6,181,7.4,10.0,101546,74.8%
45,Valley of the Kings: Afterlife,5,1122,7.3,9.0,1750,68.3%
46,Valley of the Kings,5,799,7.1,9.0,4235,68.3%
47,Valletta,5,1757,7.0,8.0,1287,68.3%
48,Seasons,5,210,7.4,9.0,20745,68.3%
49,The Rose King,5,1282,6.8,8.0,3149,68.3%
50,Power Grid,5,39,7.9,10.0,56129,68.3%
51,New Frontiers,5,683,7.6,7.0,2177,68.3%
52,Machi Koro,5,987,6.6,6.0,26165,68.3%
53,Istanbul,5,117,7.6,7.0,25157,68.3%
54,Fleet Wharfside,5,3334,6.9,7.0,494,68.3%
55,Fields of Arle,5,58,8.1,9.0,8085,68.3%
56,Vikings,4,432,7.3,8.0,7930,60.1%
57,Tsuro,4,933,6.7,6.0,23277,60.1%
58,Port Royal,4,456,7.1,6.0,12914,60.1%
59,OddVille,4,1747,6.8,7.0,1829,60.1%
60,Lewis & Clark: The Expedition,4,202,7.5,10.0,12899,60.1%
61,Kingsburg,4,354,7.2,7.0,18324,60.1%
62,Keyflower,4,72,7.8,10.0,18952,60.1%
63,Just One,4,163,7.6,8.0,11621,60.1%
64,Jambo,4,642,7.0,7.0,7958,60.1%
65,Finca,4,636,7.1,7.0,6811,60.1%
66,Elevenses for One,4,6942,6.2,5.0,292,60.1%
67,Egizia,4,404,7.4,10.0,5126,60.1%
68,Venture,3,3612,6.5,7.0,704,49.8%
69,Trambahn,3,1427,7.0,7.0,1874,49.8%
70,Thurn and Taxis: Power and Glory,3,-1,7.2,7.0,2079,49.8%
71,Thurn and Taxis,3,428,7.1,6.0,18091,49.8%
72,Targi,3,123,7.6,7.0,14453,49.8%
73,Roma,3,1149,6.8,8.0,4454,49.8%
74,Progress: Evolution of Technology,3,2246,6.5,7.0,1791,49.8%
75,Parade,3,800,7.0,7.0,5914,49.8%
76,The Palaces of Carrara,3,699,7.2,9.0,4049,49.8%
77,Notre Dame,3,289,7.3,7.0,12221,49.8%
78,Minerva,3,2639,6.9,8.0,781,49.8%
79,Lost Cities,3,322,7.2,6.0,37164,49.8%
80,Lords of Vegas,3,408,7.3,9.0,6532,49.8%
81,London (Second Edition),3,336,7.6,9.0,4419,49.8%
82,Ingenious,3,426,7.1,7.0,15617,49.8%
83,Homesteaders,3,697,7.2,10.0,3479,49.8%
84,Greedy Kingdoms,3,5884,7.0,8.0,165,49.8%
85,Forum Trajanum,3,981,7.3,8.0,1988,49.8%
86,Dice City,3,1128,6.8,7.0,4549,49.8%
87,Deus,3,388,7.3,8.0,7272,49.8%
88,Cubist,3,3116,6.8,7.0,638,49.8%
89,Cinque Terre,3,1712,7.1,8.0,1288,49.8%
90,Arena: Roma II,3,1462,6.9,8.0,2014,49.8%
91,Acquire,3,276,7.3,8.0,18189,49.8%
92,Yspahan,2,576,7.1,7.0,7744,36.9%
93,World's Fair 1893,2,820,7.2,7.0,3170,36.9%
94,Triumvirate,2,2891,6.7,7.0,758,36.9%
95,Ticket to Ride,2,174,7.4,6.0,71408,36.9%
96,Through the Desert,2,499,7.1,8.0,12705,36.9%
97,Thebes: The Tomb Raiders,2,2582,6.9,7.0,819,36.9%
98,Stone Age,2,111,7.6,8.0,44874,36.9%
99,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,2,96,7.7,6.0,17180,36.9%
100,Santa Maria,2,339,7.5,8.0,5197,36.9%
101,R-Eco,2,1876,6.6,6.0,2116,36.9%
102,Qwirkle,2,796,6.8,7.0,16075,36.9%
103,Palazzo,2,1922,6.5,7.0,2402,36.9%
104,Honeycombs,2,11321,6.3,4.0,79,36.9%
105,La Granja,2,168,7.7,7.0,8724,36.9%
106,Glory to Rome,2,200,7.5,9.0,12957,36.9%
107,Glen More,2,346,7.3,7.0,8672,36.9%
108,Discoveries: The Journals of Lewis and Clark,2,762,7.1,6.0,4421,36.9%
109,Coimbra,2,169,7.7,8.0,8444,36.9%
110,The Castles of Burgundy: The Card Game,2,727,7.0,7.0,5782,36.9%
111,Bazaar,2,2342,6.5,7.0,1660,36.9%
112,Battle Line,2,224,7.4,9.0,15624,36.9%
113,At the Gates of Loyang,2,296,7.4,9.0,9745,36.9%
114,Archaeology: The Card Game,2,1522,6.7,5.0,3083,36.9%
115,7 Wonders Duel,2,17,8.1,6.0,59932,36.9%
116,10 Days in Africa,2,2178,6.6,6.0,1912,36.9%
117,Yokohama,1,104,7.9,8.0,8829,20.5%
118,Wooly Wars,1,3201,6.1,7.0,2643,20.5%
119,Wendake,1,889,7.6,8.0,1742,20.5%
120,Tzolk'in: The Mayan Calendar,1,40,7.9,7.0,30663,20.5%
121,Show Manager,1,1475,7.0,6.0,1693,20.5%
122,Seeland,1,1474,6.9,7.0,1887,20.5%
123,Oregon,1,1309,6.8,7.0,3218,20.5%
124,Obsession,1,506,8.2,8.0,1785,20.5%
125,Nusfjord,1,365,7.6,9.0,4091,20.5%
126,Mamma Mia!,1,1566,6.5,6.0,5678,20.5%
127,Key Flow,1,1539,7.4,8.0,969,20.5%
128,Innovation,1,334,7.2,10.0,14811,20.5%
129,Helios,1,1791,6.8,9.0,1742,20.5%
130,Glass Road,1,270,7.4,9.0,9013,20.5%
131,The Game of 49,1,3109,6.4,6.0,1112,20.5%
132,Fresco,1,331,7.3,7.0,11812,20.5%
133,Coal Country,1,14786,6.2,3.0,36,20.5%
134,The Castles of Burgundy: The Dice Game,1,1138,6.9,7.0,2962,20.5%
135,Cartagena,1,1078,6.7,7.0,7477,20.5%
136,Bunny Kingdom,1,310,7.5,7.0,7586,20.5%
137,Airships,1,2230,6.4,7.0,2636,20.5%
138,Abandon All Artichokes,1,3083,7.2,7.0,492,20.5%
139,Word on the Street,0,1856,6.6,6.0,2288,0.0%
140,Il Vecchio,0,1655,6.9,8.0,1548,0.0%
141,Uruk: Wiege der Zivilisation,0,3256,6.7,7.0,633,0.0%
142,Unlock!: Mystery Adventures – The Nautilus' Traps,0,4223,6.0,-1.0,1724,0.0%
143,Trollhalla,0,4555,6.6,6.0,398,0.0%
144,Traders of Osaka,0,1198,6.8,6.0,3208,0.0%
145,Tournay,0,1056,7.0,-1.0,2926,0.0%
146,Ticket to Ride: New York,0,861,7.0,-1.0,4487,0.0%
147,Sun Tzu,0,1223,7.1,7.0,2142,0.0%
148,Sumeria: 2-Player Expansion,0,-1,6.5,-1.0,83,0.0%
149,Sumeria,0,3407,6.6,-1.0,729,0.0%
150,Stratego,0,2593,6.1,6.0,13793,0.0%
151,Stocks & Bonds,0,10903,5.7,9.0,611,0.0%
152,Spyrium,0,661,7.1,7.0,5766,0.0%
153,Spy Alley,0,10145,5.7,3.0,1019,0.0%
