,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Terraforming Mars,12,4,8.4,9.0,64485,93.6%
1,Up Front,7,552,7.9,10.0,2154,80.0%
2,Advanced Squad Leader,7,316,8.0,9.0,3486,80.0%
3,Pandemic,4,99,7.6,7.0,101865,60.1%
4,W1815,3,2380,7.5,7.0,576,49.8%
5,Tesla vs. Edison: War of Currents,2,2104,6.7,9.0,1455,36.9%
6,South Pacific: Breaking the Bismarck Barrier 1942-1943,1,4720,7.9,9.0,151,20.5%
7,Roll for the Galaxy,1,94,7.7,7.0,26342,20.5%
8,Power Grid,1,39,7.9,8.0,56129,20.5%
9,Khalkhin-Gol,1,-1,6.8,7.0,21,20.5%
10,Imperial Stars II,1,7026,7.2,7.0,104,20.5%
11,Here I Stand: 500th Anniversary Edition,1,1434,8.6,10.0,582,20.5%
12,Great War Commander,1,2941,8.4,-1.0,301,20.5%
13,For the People,1,927,7.7,8.0,1493,20.5%
14,The Duke,1,561,7.4,-1.0,3773,20.5%
15,Divided Republic,1,5756,6.7,7.0,223,20.5%
16,Commands & Colors: Ancients,1,142,7.8,-1.0,7975,20.5%
17,Combat Commander: Europe,1,156,7.9,7.0,5376,20.5%
18,Brass: Lancashire,1,19,8.2,8.0,19333,20.5%
19,Zorndorf,0,6867,7.5,-1.0,104,0.0%
20,Zero!,0,3010,6.9,-1.0,593,0.0%
21,Zeppelin Raider: Imperial German Naval Airships,0,7961,7.8,-1.0,80,0.0%
22,Yardmaster Express,0,5928,5.8,-1.0,1185,0.0%
23,Yanks: ASL Module 3a,0,-1,9.1,-1.0,139,0.0%
24,World War I: 1914-1918,0,4323,6.8,-1.0,382,0.0%
25,Wooden Ships & Iron Men,0,1403,7.0,7.5,1944,0.0%
26,WO Bonus Pack: ASL Scenario Bonus Pack for Winter Offensive 2010,0,-1,8.1,-1.0,61,0.0%
