,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Go,767,171,7.6,10.0,14810,100.0%
1,Splendor,150,167,7.5,9.5,58499,99.9%
2,One Night Ultimate Werewolf,142,413,7.1,7.0,21419,99.9%
3,Codenames,101,93,7.6,9.0,67424,99.9%
4,Terraforming Mars,85,4,8.4,10.0,64485,99.9%
5,Coloretto,64,542,7.0,8.0,17960,99.9%
6,Spyfall,50,639,6.9,7.0,18191,99.9%
7,No Thanks!,47,449,7.1,7.0,20289,99.9%
8,Century: Spice Road,44,250,7.4,7.0,18492,99.9%
9,The Game,41,1013,6.7,8.0,8452,99.9%
10,Castles of Mad King Ludwig,40,133,7.6,8.0,22082,99.9%
11,Cockroach Poker,32,1027,6.7,7.5,8610,99.9%
12,Ultimate Mastermind,30,6412,5.9,7.0,659,99.9%
13,Grand Austria Hotel,29,87,7.8,8.0,12516,99.8%
14,For Sale,28,301,7.2,8.0,23815,99.8%
15,Gaia Project,26,8,8.5,10.0,16244,99.7%
16,Eggs and Empires,24,2775,6.7,7.0,860,99.6%
17,Carpe Diem,24,357,7.6,8.0,4642,99.6%
18,Bohnanza,24,450,7.0,7.0,38186,99.6%
19,Agricola,23,31,7.9,10.0,63367,99.4%
20,The Bottle Imp,22,1350,6.7,9.0,3265,99.3%
21,Tobago,21,488,7.1,7.0,10608,99.2%
22,Macao,21,328,7.4,10.0,6953,99.2%
23,Roll Through the Ages: The Bronze Age,19,712,6.9,7.0,11484,98.7%
24,Hero Realms,19,201,7.6,7.0,12130,98.7%
25,Elysium,19,423,7.2,7.5,8489,98.7%
26,Race for the Galaxy,18,59,7.8,9.0,46293,98.4%
27,Medici,18,537,7.1,7.0,7133,98.4%
28,Lords of Waterdeep,18,71,7.8,6.75,45819,98.4%
29,Hanabi,18,391,7.1,8.0,38808,98.4%
30,The Castles of Burgundy,18,15,8.1,9.0,46330,98.4%
31,Targi,17,123,7.6,8.0,14453,98.0%
32,Railroad Ink: Deep Blue Edition,17,484,7.3,7.0,6463,98.0%
33,Merkator,17,1082,7.0,8.5,2532,98.0%
