,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Codenames,27,93,7.6,7.5,67424,99.8%
1,7 Wonders Duel,24,17,8.1,7.5,59932,99.6%
2,KeyForge: Call of the Archons,14,423,7.3,7.5,9308,96.0%
3,Rajas of the Ganges,13,161,7.7,7.5,8755,94.9%
4,The Lord of the Rings: The Card Game,13,129,7.6,8.5,20755,94.9%
5,Indigo,11,1287,6.8,7.0,2901,92.0%
6,Terraforming Mars,10,4,8.4,8.0,64485,90.0%
7,Telestrations,9,258,7.4,7.5,12793,87.4%
8,Ghost Blitz 2,9,1979,6.8,7.0,1599,87.4%
9,BattleLore (Second Edition),9,240,7.7,8.0,5628,87.4%
10,Eldritch Horror,8,82,7.8,8.5,29279,84.1%
11,Dixit: Odyssey,8,212,7.5,7.5,16662,84.1%
12,Dixit,7,278,7.3,7.5,50499,80.0%
13,Pelican Cove,6,2339,6.7,7.0,1131,74.8%
14,Lord of the Rings: The Confrontation,6,362,7.5,9.0,5651,74.8%
15,The Lord of the Rings: The Card Game – Khazad-dûm,6,-1,8.0,8.0,1437,74.8%
16,Dawn Under,6,3658,6.4,7.0,869,74.8%
17,Unfair,5,732,7.3,7.0,3600,68.3%
18,Sagrada,5,147,7.5,7.0,25897,68.3%
19,Russian Railroads,5,90,7.8,8.0,14806,68.3%
20,A Game of Thrones: Hand of the King,5,1458,6.7,7.5,3371,68.3%
21,The Castles of Burgundy,5,15,8.1,7.5,46330,68.3%
22,Raiders of the North Sea,4,91,7.8,7.5,15886,60.1%
23,Mansions of Madness: Second Edition,4,33,8.1,7.5,24995,60.1%
24,First Class: All Aboard the Orient Express!,4,393,7.5,7.5,4828,60.1%
25,Arkham Horror: The Card Game,4,22,8.2,7.0,28406,60.1%
26,Arkham Horror (Third Edition),4,325,7.8,7.5,4830,60.1%
27,The Adventurers: The Temple of Chac,4,1414,6.6,7.0,4614,60.1%
28,Thanos Rising: Avengers Infinity War,3,1345,7.2,7.0,1860,49.8%
29,Sagrada: 5-6 Player Expansion,3,-1,7.8,7.5,1899,49.8%
30,Relic,3,1536,6.8,7.5,2987,49.8%
31,Mombasa,3,86,7.9,8.0,10927,49.8%
32,Lost Ruins of Arnak,3,291,8.3,8.0,2496,49.8%
33,It's a Wonderful World,3,172,7.9,7.5,5855,49.8%
34,Hadara,3,495,7.5,8.0,3706,49.8%
35,Gaia Project,3,8,8.5,8.0,16244,49.8%
36,Clank! In! Space!: A Deck-Building Adventure,3,105,7.9,7.5,9123,49.8%
37,Charterstone,3,306,7.4,7.0,11703,49.8%
38,BattleLore (Second Edition): Razorwings Reinforcement Pack,3,-1,7.9,8.0,217,49.8%
39,BattleLore,3,358,7.4,7.5,9091,49.8%
40,Western Legends,2,243,7.7,7.5,6540,36.9%
41,Trajan,2,95,7.8,8.5,14678,36.9%
42,Star Wars: Imperial Assault,2,43,8.0,7.5,20456,36.9%
43,Risk Legacy,2,348,7.4,7.0,7538,36.9%
44,Rising Sun,2,85,7.9,8.0,15717,36.9%
45,Raiders of the North Sea: Hall of Heroes,2,-1,8.2,7.5,2193,36.9%
46,Raiders of the North Sea: Fields of Fame,2,-1,8.1,7.5,1763,36.9%
47,Nations,2,148,7.6,8.0,11130,36.9%
48,Mysterium,2,256,7.3,7.5,31970,36.9%
49,Merchant of Venus (Second Edition),2,776,7.2,7.0,3588,36.9%
50,The Lord of the Rings: The Card Game – The Black Riders,2,-1,8.3,8.0,597,36.9%
51,The Lord of the Rings: The Card Game – Heirs of Númenor,2,-1,7.9,7.5,608,36.9%
52,Lisboa,2,68,8.2,7.5,6659,36.9%
53,KeyForge: Age of Ascension,2,1085,7.5,7.0,1676,36.9%
54,Inis,2,107,7.8,7.5,12580,36.9%
55,The Hobbit: An Unexpected Journey,2,6053,6.2,7.0,383,36.9%
56,Hansa Teutonica,2,139,7.6,8.5,11425,36.9%
57,Great Western Trail,2,11,8.3,8.0,29290,36.9%
58,Ghost Blitz: 5 to 12,2,2558,7.0,7.0,821,36.9%
59,Flamme Rouge,2,198,7.6,7.5,12056,36.9%
60,First Martians: Adventures on the Red Planet,2,2013,6.5,6.0,2883,36.9%
61,Etherfields,2,1186,8.2,8.0,1110,36.9%
62,Dixit: Quest,2,-1,7.7,7.5,6616,36.9%
63,DinoGenics,2,882,7.7,7.5,1561,36.9%
64,Cosmic Encounter,2,144,7.5,8.0,27327,36.9%
65,Concordia,2,18,8.1,7.5,27940,36.9%
66,Caverna: The Cave Farmers,2,30,8.0,7.5,28040,36.9%
67,Brass: Birmingham,2,3,8.7,9.0,18969,36.9%
68,BattleLore: For Troll and Country,2,-1,7.0,7.5,296,36.9%
69,BattleLore (Second Edition): Warband of Scorn Army Pack,2,-1,8.2,7.5,389,36.9%
70,BattleLore (Second Edition): Hernfar Guardians Army Pack,2,-1,8.2,7.5,393,36.9%
71,Amerigo,2,360,7.5,7.0,5492,36.9%
72,Viscounts of the West Kingdom,1,292,8.2,8.0,2614,20.5%
73,Terraforming Mars: Prelude,1,-1,8.8,8.0,8372,20.5%
74,Tapestry,1,233,7.5,7.5,11480,20.5%
75,Tang Garden,1,777,7.6,7.5,2074,20.5%
76,Tales of the Arabian Nights,1,435,7.2,7.0,11564,20.5%
77,Struggle of Empires,1,479,7.5,8.0,3798,20.5%
78,Star Trek: Frontiers,1,791,7.9,7.0,1532,20.5%
79,Snowdonia,1,489,7.4,7.5,4542,20.5%
80,The Scarlet Pimpernel,1,5962,6.9,7.5,175,20.5%
81,Russian Railroads: German Railroads,1,-1,8.3,7.5,1701,20.5%
82,Royals,1,1061,7.1,7.5,2295,20.5%
83,Roll for the Galaxy,1,94,7.7,7.5,26342,20.5%
84,Robinson Crusoe: Adventures on the Cursed Island,1,54,7.8,7.5,34031,20.5%
85,Ra,1,177,7.5,7.5,19077,20.5%
86,Past Lives,1,19941,4.4,6.0,102,20.5%
87,Pandemic: Iberia,1,100,7.9,7.0,8332,20.5%
88,Otys,1,1396,7.0,7.0,1827,20.5%
89,Orléans: Trade & Intrigue,1,-1,8.4,8.0,2196,20.5%
90,Orléans: Invasion,1,-1,8.3,7.0,2510,20.5%
91,Orléans: Deluxe Edition,1,-1,8.4,7.5,1480,20.5%
92,Newton,1,349,7.6,7.5,4299,20.5%
93,Monumental,1,1694,7.9,8.0,873,20.5%
94,Middle-Earth Quest,1,577,7.4,7.5,3939,20.5%
95,The Lord of the Rings: The Card Game – The Redhorn Gate,1,-1,7.8,7.5,626,20.5%
96,The Lord of the Rings: The Card Game – The Hobbit: Over Hill and Under Hill,1,-1,7.9,8.0,958,20.5%
97,Legendary: A Marvel Deck Building Game,1,175,7.6,7.0,19734,20.5%
98,It's a Wonderful World: Corruption & Ascension,1,-1,8.3,8.0,268,20.5%
99,Horrified,1,184,7.8,7.0,6328,20.5%
100,The Grizzled,1,402,7.2,7.0,12202,20.5%
101,El Grande,1,78,7.8,8.0,23511,20.5%
102,Flotilla,1,3270,7.3,8.0,379,20.5%
103,Feudum,1,602,7.7,7.0,2701,20.5%
104,Evolution: Climate,1,283,7.6,7.5,6063,20.5%
105,Evolution,1,461,7.1,7.5,13581,20.5%
106,Endeavor: Age of Sail,1,113,8.0,7.5,6220,20.5%
107,Empires of the Void II,1,875,7.6,7.0,1821,20.5%
108,Eldritch Horror: The Dreamlands,1,-1,8.4,8.0,1144,20.5%
109,Eldritch Horror: Strange Remnants,1,-1,8.3,8.0,2834,20.5%
110,Eldritch Horror: Signs of Carcosa,1,-1,8.3,8.0,1768,20.5%
111,Eldritch Horror: Mountains of Madness,1,-1,8.2,8.0,3046,20.5%
