,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Crokinole,52,66,7.9,8.0,12136,99.9%
1,Tichu,38,170,7.6,10.0,13267,99.9%
2,Codenames,32,93,7.6,7.0,67424,99.9%
3,Can't Stop,27,739,6.8,8.0,13213,99.8%
4,Hive,26,246,7.3,6.0,29494,99.7%
5,Mutation,22,-1,9.0,-1.0,2,99.3%
6,Gloomhaven,21,1,8.8,9.0,41815,99.2%
7,Innovation,15,334,7.2,7.0,14811,96.8%
8,Hansa Teutonica,14,139,7.6,8.0,11425,96.0%
9,Pandemic Legacy: Season 1,13,2,8.6,10.0,41490,94.9%
10,Hanabi,13,391,7.1,7.0,38808,94.9%
11,Pixel Tactics,10,1219,6.9,7.0,2976,90.0%
12,Terraforming Mars,9,4,8.4,10.0,64485,87.4%
13,Pandemic Legacy: Season 2,9,35,8.2,10.0,12031,87.4%
14,The Mind,9,618,6.9,7.0,19186,87.4%
15,The Oracle of Delphi,8,570,7.3,7.0,4195,84.1%
16,Love Letter,8,282,7.2,5.0,55827,84.1%
17,Friday the 13th,8,1852,6.4,7.0,3784,84.1%
18,6 nimmt!,8,597,6.9,7.0,20527,84.1%
19,Through the Ages: A New Story of Civilization,7,6,8.4,9.0,22963,80.0%
20,Sushizock im Gockelwok,7,2205,6.5,6.0,2202,80.0%
21,Railroad Revolution,7,807,7.4,4.0,2406,80.0%
22,Railroad Ink: Blazing Red Edition,7,752,7.2,8.0,3749,80.0%
23,Pandemic Legacy: Season 0,7,375,8.8,-1.0,1425,80.0%
24,Oh My Goods!,7,630,7.0,7.0,9332,80.0%
25,No Thanks!,7,449,7.1,6.0,20289,80.0%
26,Lift it!,7,4209,6.2,8.0,862,80.0%
27,Keltis,7,1690,6.4,6.0,5646,80.0%
28,Isle of Skye: From Chieftain to King,7,195,7.4,9.0,20353,80.0%
29,Imagine,7,1222,6.9,6.0,2898,80.0%
30,Dead Man's Draw,7,1092,6.9,6.0,4451,80.0%
31,Concept,7,756,6.8,8.0,15389,80.0%
32,Coloretto,7,542,7.0,9.0,17960,80.0%
33,Catan,7,395,7.2,7.0,101212,80.0%
34,Thebes: The Tomb Raiders,6,2582,6.9,6.0,819,74.8%
35,Tajemnicze Domostwo,6,633,7.2,8.0,4875,74.8%
36,Pyramid of Pengqueen,6,1593,6.9,6.0,1749,74.8%
37,Not Alone,6,685,7.0,7.0,7924,74.8%
38,KLASK,6,261,7.7,7.0,5624,74.8%
39,Jambo,6,642,7.0,8.0,7958,74.8%
40,A Feast for Odin,6,21,8.2,8.0,17278,74.8%
41,Concordia,6,18,8.1,9.0,27940,74.8%
42,Bruges,6,260,7.4,7.0,10254,74.8%
43,Arboretum,6,254,7.4,9.0,13034,74.8%
44,Anno 1800,6,1671,7.9,9.0,704,74.8%
45,7 Wonders Duel,6,17,8.1,8.0,59932,74.8%
46,Wavelength,5,496,7.5,9.0,3645,68.3%
47,That's Pretty Clever!,5,130,7.6,7.0,14225,68.3%
48,The Staufer Dynasty,5,1088,7.2,7.0,2099,68.3%
49,Space Base,5,214,7.6,7.0,8287,68.3%
50,Qwinto,5,1105,7.1,7.0,2480,68.3%
51,Nations,5,148,7.6,8.0,11130,68.3%
52,Key Flow,5,1539,7.4,9.0,969,68.3%
53,Karuba,5,465,7.2,7.0,8663,68.3%
54,Carcassonne,5,181,7.4,8.0,101546,68.3%
55,Captain Sonar,5,157,7.6,8.0,15954,68.3%
56,X nimmt!,4,3225,6.8,7.0,586,60.1%
57,Winner's Circle,4,834,7.0,7.0,5048,60.1%
58,Tiny Towns,4,321,7.4,7.0,10056,60.1%
59,Steam Time,4,1401,7.1,7.0,1555,60.1%
60,The Quest for El Dorado,4,165,7.6,7.0,11988,60.1%
61,Patchwork,4,88,7.7,7.0,46298,60.1%
62,Metro X,4,2042,7.2,8.0,806,60.1%
63,Lorenzo il Magnifico,4,97,7.9,8.0,9055,60.1%
64,Indigo,4,1287,6.8,7.0,2901,60.1%
65,Hallertau,4,1118,8.3,8.0,838,60.1%
66,Finca,4,636,7.1,8.0,6811,60.1%
67,A Fake Artist Goes to New York,4,656,7.2,6.0,4768,60.1%
68,Dimension,4,1794,6.9,8.0,1582,60.1%
69,Bohnanza,4,450,7.0,7.0,38186,60.1%
70,Bärenpark,4,291,7.4,8.0,11956,60.1%
71,The Banishing,4,4691,7.1,6.0,257,60.1%
72,Visitor in Blackwood Grove,3,4628,6.3,6.0,610,49.8%
73,Underwater Cities,3,45,8.1,10.0,9835,49.8%
74,Trans-Siberian Railroad,3,8609,7.1,-1.0,67,49.8%
75,Topito,3,4603,6.7,7.0,390,49.8%
76,Spirit Island,3,13,8.3,10.0,25448,49.8%
77,Smile,3,3438,6.6,7.0,638,49.8%
78,Skull,3,381,7.2,7.0,14130,49.8%
79,Scorpius Freighter,3,3208,7.1,9.0,461,49.8%
80,Rosetta: The Lost Language,3,10626,7.8,7.0,41,49.8%
81,The Prodigals Club,3,962,7.3,7.0,2094,49.8%
82,Port Royal,3,456,7.1,7.0,12914,49.8%
83,Passing Through Petra,3,3970,6.7,8.0,435,49.8%
84,Parade,3,800,7.0,6.0,5914,49.8%
85,Nova Luna,3,740,7.4,9.0,2681,49.8%
86,Mundus Novus,3,1961,6.7,5.0,1724,49.8%
87,Marco Polo II: In the Service of the Khan,3,225,8.2,7.0,2948,49.8%
88,Maracaibo,3,38,8.3,9.0,7481,49.8%
89,Mandala,3,579,7.7,9.0,2296,49.8%
90,Lost Ruins of Arnak,3,291,8.3,8.0,2496,49.8%
91,King's Forge,3,1805,7.0,7.0,1426,49.8%
92,Keyper,3,1121,7.3,9.0,1623,49.8%
93,Hanamikoji,3,206,7.5,7.0,10948,49.8%
94,Fresco,3,331,7.3,8.0,11812,49.8%
95,Firenze,3,833,7.2,7.0,2740,49.8%
96,Cubitos,3,6082,8.1,7.0,95,49.8%
97,Catan: Cities & Knights,3,-1,7.5,7.0,17116,49.8%
98,The Castles of Tuscany,3,1516,7.4,7.0,1075,49.8%
99,Aquatica,3,1269,7.4,9.0,1298,49.8%
100,America,3,3134,6.8,6.0,607,49.8%
101,Adventure Land,3,1414,6.9,7.0,2038,49.8%
102,Abandon Ship,3,3440,6.3,6.0,1026,49.8%
103,Würfelland,2,5117,6.4,6.0,375,36.9%
104,Worm Up!,2,6177,5.9,6.0,939,36.9%
105,Walls of York,2,7092,6.1,7.0,319,36.9%
106,TROLL,2,5562,6.5,6.0,286,36.9%
107,Treasure Island,2,669,7.3,7.0,3711,36.9%
108,Targi,2,123,7.6,7.0,14453,36.9%
109,Spring Meadow,2,1633,7.2,7.0,1217,36.9%
110,Silver & Gold,2,601,7.4,7.0,3612,36.9%
111,Pioneers,2,2228,7.0,9.0,902,36.9%
112,passtally,2,4027,6.8,7.0,411,36.9%
113,Otys,2,1396,7.0,7.0,1827,36.9%
114,Nidavellir,2,897,8.0,7.0,1335,36.9%
115,New York Zoo,2,1325,7.4,-1.0,1349,36.9%
116,Meduris: Der Ruf der Götter,2,4823,6.5,7.0,360,36.9%
117,Magnastorm,2,2926,6.8,6.0,694,36.9%
118,Lowlands,2,864,7.4,8.0,2032,36.9%
119,Letter Jam,2,881,7.3,7.0,2368,36.9%
120,Kashgar: Merchants of the Silk Road,2,1256,7.1,7.0,1832,36.9%
121,Iberian Gauge,2,6921,7.3,-1.0,97,36.9%
122,Honga,2,3384,7.0,6.0,451,36.9%
123,High Society,2,566,7.1,7.0,8875,36.9%
124,Heaven & Ale,2,264,7.6,7.0,6394,36.9%
125,Glory to Rome,2,200,7.5,7.0,12957,36.9%
126,Gier,2,7790,6.1,6.0,255,36.9%
127,Gheos,2,2318,6.5,7.0,1707,36.9%
128,Gaia Project,2,8,8.5,8.0,16244,36.9%
129,Fugitive,2,686,7.2,6.0,3897,36.9%
130,Deep Sea Adventure,2,619,7.0,7.0,10690,36.9%
131,Curious Cargo,2,2930,7.6,7.0,381,36.9%
132,CuBirds,2,1317,7.2,7.0,1782,36.9%
133,Crusaders: Thy Will Be Done,2,592,7.6,8.0,2655,36.9%
134,Chronicles of Crime,2,141,7.8,7.0,14109,36.9%
135,Carson City: The Card Game,2,2652,6.9,7.0,727,36.9%
136,Café,2,3432,7.9,7.0,262,36.9%
137,Belratti,2,1737,7.2,7.0,1056,36.9%
138,War Chest,1,266,7.9,7.0,3793,20.5%
139,Walking in Burano,1,1336,7.2,5.0,1571,20.5%
140,Viscounts of the West Kingdom,1,292,8.2,7.0,2614,20.5%
141,Villagers,1,621,7.3,7.0,4147,20.5%
142,Tiny Epic Galaxies,1,271,7.4,7.0,15645,20.5%
143,Tekhenu: Obelisk of the Sun,1,470,8.0,7.0,2263,20.5%
144,SteamRollers,1,2201,6.7,7.0,1265,20.5%
145,Shuttles,1,12174,5.7,5.0,264,20.5%
146,Rome & Roll,1,3229,7.2,-1.0,430,20.5%
147,Rialto,1,1037,6.9,7.0,3746,20.5%
148,The Red Cathedral,1,1741,8.0,6.0,675,20.5%
149,Qwinto: Das Kartenspiel,1,7457,6.8,6.0,108,20.5%
150,Praga Caput Regni,1,675,8.3,7.0,1281,20.5%
151,Point Salad,1,384,7.3,6.0,7896,20.5%
152,Pictures,1,2198,7.2,7.0,757,20.5%
153,Pictomania,1,720,7.3,5.0,3230,20.5%
154,Pandoria,1,3660,6.9,7.0,484,20.5%
155,NEOM,1,1250,7.4,8.0,1394,20.5%
156,Miyabi,1,1935,7.5,7.0,704,20.5%
157,Merlin,1,975,7.1,6.0,2817,20.5%
158,Menara,1,816,7.5,8.0,2100,20.5%
159,Mariposas,1,1354,7.2,6.0,1582,20.5%
160,The Magnificent,1,958,7.6,8.0,1552,20.5%
161,Luxor,1,865,7.2,7.0,2908,20.5%
162,The Lost Expedition,1,784,7.1,7.0,4803,20.5%
163,Little Town,1,1119,7.3,9.0,1851,20.5%
164,Karuba: The Card Game,1,4213,6.4,7.0,559,20.5%
165,It's a Wonderful World,1,172,7.9,9.0,5855,20.5%
166,The Isle of Cats,1,114,8.0,9.0,6250,20.5%
167,Islands in the Mist,1,6346,7.1,7.0,153,20.5%
168,Iquazú,1,3336,6.8,7.0,542,20.5%
169,Imperial Settlers: Empires of the North,1,416,7.6,7.0,3836,20.5%
170,Illusion,1,1392,6.8,8.0,2711,20.5%
171,Heul doch! Mau Mau,1,4521,6.7,5.0,339,20.5%
172,Hansa Teutonica: East Expansion,1,-1,8.1,5.0,855,20.5%
173,Hadara,1,495,7.5,7.0,3706,20.5%
174,Gùgōng,1,317,7.5,7.0,6083,20.5%
175,Fort,1,771,7.4,-1.0,2624,20.5%
176,Floor Plan,1,4886,6.8,7.0,287,20.5%
177,Eminent Domain: Microcosm,1,2629,6.5,7.0,1469,20.5%
