,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,King of Tokyo,20,313,7.2,8.5,57483,99.0%
1,Pairs,19,2578,6.4,10.0,2064,98.7%
2,Ticket to Ride: Nordic Countries,17,154,7.6,8.0,11593,98.0%
3,Loopin' Louie,15,922,6.8,6.5,8390,96.8%
4,Las Vegas,14,502,7.1,8.5,9208,96.0%
5,Wizard,11,759,6.9,8.0,8341,92.0%
6,Guillotine,11,1182,6.5,8.0,19362,92.0%
7,GUBS: A Game of Wit and Luck,11,4893,6.0,8.0,1380,92.0%
8,Coloretto,9,542,7.0,7.0,17960,87.4%
9,Can't Stop,9,739,6.8,8.0,13213,87.4%
10,Love Letter,8,282,7.2,7.0,55827,84.1%
11,Sushi Go!,7,444,7.1,8.0,34649,80.0%
12,Ta Yü,6,1716,7.0,7.5,1473,74.8%
13,Coconuts,6,933,7.0,8.5,3702,74.8%
14,The Castles of Burgundy,6,15,8.1,9.0,46330,74.8%
15,One Night Ultimate Werewolf,6,413,7.1,-1.0,21419,74.8%
16,Yspahan,5,576,7.1,7.5,7744,68.3%
17,The Princes of Florence,5,182,7.5,9.0,14549,68.3%
18,You're Bluffing!,5,1618,6.6,6.5,3677,68.3%
19,Dixit,5,278,7.3,9.0,50499,68.3%
20,Call to Glory,5,4095,6.5,7.0,536,68.3%
21,YINSH,4,189,7.7,10.0,7320,60.1%
22,Telestrations,4,258,7.4,9.0,12793,60.1%
23,Saboteur,4,1075,6.6,6.0,25602,60.1%
24,Red7,4,657,6.9,8.5,12645,60.1%
25,Martian Dice,4,2528,6.2,7.5,3169,60.1%
26,Hanabi,4,391,7.1,8.0,38808,60.1%
27,Hacienda,4,976,6.9,7.5,4031,60.1%
28,Ginkgopolis,4,412,7.4,7.5,4963,60.1%
29,Familienbande,4,4496,6.3,6.5,589,60.1%
30,10 Days in Europe,4,2082,6.6,8.0,1878,60.1%
31,Welcome to the Dungeon,3,1086,6.6,-1.0,11699,49.8%
32,Web of Power,3,714,7.3,8.0,3342,49.8%
33,Stone Age,3,111,7.6,8.5,44874,49.8%
34,Skull,3,381,7.2,7.0,14130,49.8%
35,Signorie,3,708,7.4,8.0,2625,49.8%
36,San Juan,3,293,7.3,8.0,22214,49.8%
37,Rise of Augustus,3,983,6.7,7.5,7564,49.8%
38,Qwixx,3,764,6.9,7.5,9443,49.8%
39,Las Vegas Boulevard,3,-1,7.3,7.5,980,49.8%
40,Illusion,3,1392,6.8,-1.0,2711,49.8%
41,Goa,3,180,7.6,8.0,10921,49.8%
42,Dirty Pig,3,4318,6.1,-1.0,1237,49.8%
43,Cuba: El Presidente,3,-1,7.7,8.5,1049,49.8%
44,Cuba,3,531,7.1,8.0,7891,49.8%
45,Claim,3,1293,7.0,8.0,2192,49.8%
46,Blokus,3,646,6.9,8.0,22840,49.8%
47,Battlestar Galactica: The Board Game,3,81,7.7,8.5,32861,49.8%
48,30 Seconds,3,3574,6.7,8.0,623,49.8%
49,TZAAR,2,425,7.7,7.0,3215,36.9%
50,Torres,2,528,7.1,7.5,8723,36.9%
51,Ticket to Ride: Europe,2,119,7.5,8.0,58364,36.9%
52,Stockpile,2,342,7.5,9.0,5500,36.9%
53,Santa Maria,2,339,7.5,9.0,5197,36.9%
54,Sagrada,2,147,7.5,7.0,25897,36.9%
55,Rheinländer,2,2253,6.6,5.0,1517,36.9%
56,Piece o' Cake,2,1855,6.6,6.0,2205,36.9%
57,Metropolys,2,845,7.0,8.0,4008,36.9%
58,Citadels: The Dark City,2,-1,7.0,7.0,6393,36.9%
59,Citadels,2,403,7.1,7.0,48290,36.9%
60,Macao,2,328,7.4,8.0,6953,36.9%
61,Lost Valley,2,1843,6.7,7.5,1772,36.9%
62,Lords of Vegas,2,408,7.3,8.0,6532,36.9%
63,Kingdomino,2,217,7.4,7.0,32067,36.9%
64,Junk Art,2,412,7.4,-1.0,5426,36.9%
65,Jaipur,2,135,7.5,7.5,37008,36.9%
66,Hab & Gut,2,1272,7.1,7.0,1873,36.9%
67,The Golden Ages,2,988,7.3,8.0,2127,36.9%
68,Cosmic Encounter,2,144,7.5,8.5,27327,36.9%
69,Concordia,2,18,8.1,8.0,27940,36.9%
70,Claim 2,2,2477,7.1,7.5,748,36.9%
71,Carcassonne,2,181,7.4,7.5,101546,36.9%
72,Voodoo,1,3695,6.3,-1.0,1153,20.5%
73,Villa Paletti,1,1789,6.4,6.5,4030,20.5%
74,Vasco da Gama,1,620,7.2,7.0,4282,20.5%
75,Vampire Empire,1,3314,6.7,7.5,613,20.5%
76,Sushi Go Party!,1,188,7.5,-1.0,22195,20.5%
77,Stratego,1,2593,6.1,8.0,13793,20.5%
78,Shakespeare,1,515,7.4,9.0,3820,20.5%
79,Senators,1,3495,7.0,7.0,441,20.5%
80,Schotten Totten,1,394,7.3,7.0,7585,20.5%
81,Santa Cruz,1,2419,6.7,7.2,1184,20.5%
82,Saboteur 2 (expansion-only editions),1,-1,7.0,8.0,4553,20.5%
83,Around the World in 80 Days,1,1730,6.6,7.0,3068,20.5%
84,Pueblo,1,1283,6.9,-1.0,2393,20.5%
85,Pick-a-Dog,1,3725,6.2,-1.0,1286,20.5%
86,Perudo,1,684,6.9,10.0,12572,20.5%
87,Pagoda,1,2206,6.7,-1.0,1428,20.5%
88,Ninjato,1,936,7.2,-1.0,2604,20.5%
89,Niagara,1,1425,6.5,7.0,7917,20.5%
