,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Antike,10,771,7.1,10.0,4577,90.0%
1,Dominion,9,98,7.6,7.0,77920,87.4%
2,Race for the Galaxy,8,59,7.8,9.0,46293,84.1%
3,Pickomino,7,1252,6.6,5.0,8983,80.0%
4,Lost Valley,7,1843,6.7,9.0,1772,80.0%
5,Shadows over Camelot,5,406,7.1,8.0,25418,68.3%
6,Last Night on Earth: The Zombie Game,5,703,6.9,-1.0,13528,68.3%
7,Diamant,5,718,6.8,8.0,17037,68.3%
8,Blokus,5,646,6.9,8.0,22840,68.3%
9,BattleLore,5,358,7.4,3.0,9091,68.3%
10,Starship Catan,4,1072,6.8,8.0,4291,60.1%
11,Star Wars: Episode 1 – Clash of the Lightsabers,4,4837,6.2,6.0,582,60.1%
12,Samurai,4,209,7.5,10.0,14736,60.1%
13,Keythedral,4,983,7.1,8.0,2965,60.1%
14,Fist of Dragonstones,4,3158,6.2,7.0,2114,60.1%
15,CATAN 3D Collector's Edition,4,-1,7.9,10.0,1002,60.1%
16,Betrayal at House on the Hill,4,519,7.1,8.0,36940,60.1%
17,Unpublished Prototype,3,2844,6.9,-1.0,802,49.8%
18,Twilight Imperium: Third Edition,3,80,7.8,9.0,18296,49.8%
19,Time's Up!,3,518,7.3,8.0,5029,49.8%
20,Tikal,3,263,7.3,7.5,17891,49.8%
21,Railways of the World,3,128,7.7,8.0,11028,49.8%
22,Nicht die Bohne!,3,3403,6.3,7.0,1017,49.8%
23,Merchant of Venus,3,996,7.1,8.0,2646,49.8%
24,Elfenland,3,1036,6.7,9.0,8062,49.8%
25,Citadels,3,403,7.1,10.0,48290,49.8%
26,Carcassonne: Hunters and Gatherers,3,490,7.1,8.0,11093,49.8%
27,Werewolf,2,1655,6.5,8.0,4359,36.9%
28,Nexus Ops,2,454,7.2,8.0,8480,36.9%
29,Mission: Red Planet,2,977,6.9,8.0,4111,36.9%
30,Kingsburg,2,354,7.2,-1.0,18324,36.9%
31,For Sale,2,301,7.2,7.0,23815,36.9%
32,Cosmic Encounter,2,1108,6.9,10.0,3851,36.9%
