,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Can't Stop,55,739,6.8,6.5,13213,99.9%
1,Splendor,51,167,7.5,-1.0,58499,99.9%
2,Star Realms,46,115,7.6,-1.0,35855,99.9%
3,Love Letter,34,282,7.2,7.0,55827,99.9%
4,Race for the Galaxy,33,59,7.8,8.5,46293,99.9%
5,Rise of Augustus,28,983,6.7,-1.0,7564,99.8%
6,Russian Railroads,24,90,7.8,-1.0,14806,99.6%
7,Carcassonne,23,181,7.4,7.0,101546,99.4%
8,Sushi Go!,22,444,7.1,-1.0,34649,99.3%
9,No Thanks!,22,449,7.1,-1.0,20289,99.3%
10,7 Wonders,22,60,7.8,8.5,84104,99.3%
11,Pairs,21,2578,6.4,-1.0,2064,99.2%
12,Stone Age,20,111,7.6,-1.0,44874,99.0%
13,Diamant,20,718,6.8,6.0,17037,99.0%
14,Takenoko,18,280,7.3,-1.0,35084,98.4%
15,The Castles of Burgundy,18,15,8.1,9.0,46330,98.4%
16,Qin,16,1602,6.8,8.5,2146,97.4%
17,Crokinole,16,66,7.9,-1.0,12136,97.4%
18,Concordia,16,18,8.1,-1.0,27940,97.4%
19,Whacky Wit,13,7473,6.6,-1.0,142,94.9%
20,For Sale,13,301,7.2,-1.0,23815,94.9%
21,Space Base,12,214,7.6,-1.0,8287,93.6%
22,Onitama,12,247,7.4,-1.0,15071,93.6%
23,Glory to Rome,12,200,7.5,9.0,12957,93.6%
24,The Downfall of Pompeii,12,541,7.1,-1.0,7368,93.6%
25,Splendor: Cities of Splendor,11,-1,7.4,-1.0,3010,92.0%
26,Perudo,11,684,6.9,-1.0,12572,92.0%
27,Lost Cities,11,322,7.2,-1.0,37164,92.0%
28,Lords of Waterdeep,11,71,7.8,8.0,45819,92.0%
29,Kingdom Builder: Big Box,11,-1,7.6,-1.0,1014,92.0%
30,Gizmos,11,320,7.5,-1.0,7321,92.0%
31,Race for the Galaxy: The Gathering Storm,10,-1,8.1,-1.0,9575,90.0%
32,Catan,10,395,7.2,7.0,101212,90.0%
33,Village,9,156,7.5,8.0,20214,87.4%
34,Machi Koro,9,987,6.6,-1.0,26165,87.4%
35,Dominion,9,98,7.6,8.0,77920,87.4%
36,Tzolk'in: The Mayan Calendar,8,40,7.9,8.0,30663,84.1%
37,Trains,8,503,7.2,-1.0,7653,84.1%
38,Thurn and Taxis,8,428,7.1,7.0,18091,84.1%
39,Star Realms: Colony Wars,8,164,7.9,-1.0,6040,84.1%
40,Roll Through the Ages: The Bronze Age,8,712,6.9,7.0,11484,84.1%
41,Roll for the Galaxy,8,94,7.7,-1.0,26342,84.1%
42,The Quacks of Quedlinburg,8,67,7.8,-1.0,22044,84.1%
43,Kingdomino,8,217,7.4,-1.0,32067,84.1%
44,Hive Pocket,8,-1,7.7,-1.0,8601,84.1%
45,Happy Salmon,8,1227,6.8,-1.0,4035,84.1%
46,Dixit,8,278,7.3,-1.0,50499,84.1%
47,Codenames: Pictures,8,319,7.3,-1.0,16964,84.1%
48,Codenames,8,93,7.6,-1.0,67424,84.1%
49,Azul,8,50,7.8,-1.0,53207,84.1%
50,Zombie Dice,7,2090,6.2,-1.0,16146,80.0%
51,Telestrations: 12 Player Party Pack,7,595,7.8,-1.0,2156,80.0%
52,Santorini,7,166,7.5,-1.0,27705,80.0%
53,Kanagawa,7,625,7.1,-1.0,7003,80.0%
54,Istanbul,7,117,7.6,-1.0,25157,80.0%
55,Hansa Teutonica,7,139,7.6,8.0,11425,80.0%
56,Drop It,7,1428,6.9,-1.0,1989,80.0%
57,Diamonsters,7,17471,5.5,-1.0,710,80.0%
58,Diamonds: Second Edition,7,892,6.9,-1.0,4887,80.0%
59,Two Bridges,6,16262,5.6,-1.0,30,74.8%
60,Ticket to Ride,6,174,7.4,6.0,71408,74.8%
61,Terraforming Mars,6,4,8.4,-1.0,64485,74.8%
62,Saint Petersburg,6,303,7.3,-1.0,14518,74.8%
63,Qwixx,6,764,6.9,-1.0,9443,74.8%
64,Mystic Vale,6,387,7.3,-1.0,8936,74.8%
65,Mint Works,6,804,7.0,-1.0,4905,74.8%
66,Imhotep,6,409,7.2,-1.0,11737,74.8%
67,Ginkgopolis,6,412,7.4,8.0,4963,74.8%
68,Fabled Fruit,6,770,7.0,-1.0,5045,74.8%
69,Concept,6,756,6.8,-1.0,15389,74.8%
70,Circus Flohcati,6,1751,6.6,-1.0,2542,74.8%
71,Cheeky Monkey,6,2739,6.6,-1.0,1026,74.8%
72,BEEEEES!,6,5806,6.7,-1.0,236,74.8%
73,Tales & Games: The Three Little Pigs,5,2448,6.5,-1.0,1750,68.3%
