,Game,Plays,BGG Rank,BGG Rating,Your Rating,Users Rating,Utilisation
0,Dominion,69,98,7.6,6.5,77920,99.9%
1,Codenames,40,93,7.6,7.25,67424,99.9%
2,UNO Junior,32,11100,5.8,-1.0,279,99.9%
3,Legends of Andor,19,397,7.2,8.0,14950,98.7%
4,Splendor,18,167,7.5,7.0,58499,98.4%
5,Star Wars: The Card Game,17,660,7.2,7.0,5326,98.0%
6,Pandemic Legacy: Season 1,17,2,8.6,7.5,41490,98.0%
7,Mint Works,16,804,7.0,6.75,4905,97.4%
8,Würfel Bohnanza,15,1880,6.7,7.0,1983,96.8%
9,Monopoly Deal,14,3998,6.3,7.0,949,96.0%
10,De 7 geitjes,12,15802,5.9,-1.0,50,93.6%
11,Star Realms,11,115,7.6,-1.0,35855,92.0%
12,Shuffle Trivial Pursuit,11,-1,5.7,8.0,15,92.0%
13,Ghost Stories,11,275,7.3,7.5,19378,92.0%
14,Agricola: All Creatures Big and Small,11,279,7.4,7.0,12301,92.0%
15,The Adventurers: The Pyramid of Horus,11,1710,6.8,7.0,1948,92.0%
16,7 Wonders Duel,11,17,8.1,7.75,59932,92.0%
17,Robinson Crusoe: Adventures on the Cursed Island,10,54,7.8,8.0,34031,90.0%
18,Love Letter,10,282,7.2,7.25,55827,90.0%
19,Istanbul,10,117,7.6,8.0,25157,90.0%
20,This War of Mine: The Board Game,9,149,7.8,8.25,8487,87.4%
21,Power Grid,9,39,7.9,7.5,56129,87.4%
22,Forbidden Island,9,721,6.8,7.0,41883,87.4%
23,Terra Mystica,8,16,8.1,8.0,39166,84.1%
24,Glass Road,8,270,7.4,8.0,9013,84.1%
25,Rat-a-Tat Cat,8,2827,6.2,-1.0,2857,84.1%
26,Saboteur: The Duel,7,4317,6.1,6.75,1390,80.0%
27,Revolver,7,1885,6.9,8.0,1396,80.0%
28,Patchwork,7,88,7.7,7.0,46298,80.0%
29,Catan: Big Box,7,-1,7.3,5.25,82,80.0%
30,Letters from Whitechapel,7,264,7.4,7.0,13687,80.0%
31,At the Gates of Loyang,6,296,7.4,7.0,9745,74.8%
32,Survive: Escape from Atlantis!,6,285,7.3,7.0,20407,74.8%
33,Mr. Jack Pocket,6,797,6.9,6.0,7558,74.8%
34,Macao,6,328,7.4,7.0,6953,74.8%
35,Dixit: Odyssey,6,212,7.5,7.0,16662,74.8%
36,Starship Catan,6,1072,6.8,7.0,4291,74.8%
37,The Hobbit Card Game,6,20089,5.2,5.0,1350,74.8%
38,Carcassonne: The Dice Game,6,20169,5.0,5.0,809,74.8%
39,Camel Up,6,477,7.0,6.75,22756,74.8%
40,Agricola,6,31,7.9,7.0,63367,74.8%
41,Le Fantôme de l'Opéra,5,2023,7.0,7.25,1047,68.3%
42,Escape Room: The Game,5,950,7.1,-1.0,3225,68.3%
43,Catan Card Game,5,960,6.7,7.0,13003,68.3%
44,Blue Moon,5,1165,6.7,6.0,5497,68.3%
45,Time's Up!,4,518,7.3,6.0,5029,60.1%
46,Mysterium,4,256,7.3,7.25,31970,60.1%
47,Citadels,4,403,7.1,6.0,48290,60.1%
48,Lost Cities,4,322,7.2,7.0,37164,60.1%
49,Games n' Fun: Forest Feastival,4,-1,7.0,-1.0,8,60.1%
50,Forbidden Desert,4,380,7.1,6.0,25536,60.1%
51,Die Pyramiden des Jaguar,4,4503,6.1,6.0,884,60.1%
